"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"helgese9020142015","Seth.Helgeson","D","N.J",22,20142015,23,"0.595","0.595",0,2,2,0,0.41,0.41,-3,41.87,104.99,0,-9.19,13.2,0,-0.58,48.98,49.56,-2,48,50,9.92,10.33,20.25,2.45,50.4,47.95,2,125,123,25.83,25.41,51.24,6,-6.05,47.91,-75,193,268,39.88,55.37,95.25,53.89,10,18,28,-7.04,40.57,47.62,-66,142,208,29.34,42.98,72.31,73.24,7,18,-7.52,39.25,46.77,-57,21.49,33.26,104,161,11,39.93,22.6,14.21,40.79,2.27,1.86,11,9,2,55,0,10.58,7.75,94.41,95.67,40,0,0,38.24,52,109,84,42,21,1,1,11,9,3,4,1,-0.62,290.4,1053.37,21.61,16.28,17.04,51,48.66,48.68,46.78,52.71,55.62
"helmxda8720142015","Darren.Helm","C","DET",82,20142015,27,"2.500","2.125",15,21,36,0.68,0.95,1.64,16,57.05,100.81,8.88,2.51,16.11,78,0.97,54.76,53.79,41,236,195,10.72,8.86,19.57,2.37,55.16,52.79,116,620,504,28.16,22.89,51.05,173,6.39,50.66,326,1319,993,59.91,45.1,105,50.64,65,26,296,4.44,54.68,50.24,165,964,799,43.78,36.29,80.07,69.29,62,231,3.69,53.57,49.88,89,30.34,26.3,668,579,169,41.69,27.53,4.24,51.32,3.18,2.54,70,56,14,55.56,6.49,10.48,7.26,90.33,92.99,52.49,224,198,55.13,505,381,411,155,126,13,8,154,24,34,8,24,0.73,1321.09,3688.68,26.37,18.21,17.52,54.1,50.2,54.05,45.86,54.89,54.46
"hemskal8320142015","Ales.Hemsky","R","DAL",76,20142015,31,"4.000","4.000",11,21,32,0.64,1.22,1.85,7,55.85,98.8,7.86,12.78,13.62,47,0.5,53.35,52.85,27,215,188,12.46,10.89,23.35,4.14,56.39,52.25,130,574,444,33.26,25.73,58.99,137,4.92,50.93,239,1140,901,66.06,52.21,118.28,49.74,76,35,255,3.49,54.74,51.25,140,808,668,46.82,38.71,85.53,70.17,39,179,4.62,54.62,50,96,32.86,27.29,567,471,140,47.72,29.49,1.78,49.74,2.96,2.78,51,48,3,51.52,6.15,8.99,6.31,89.81,92.81,40,0,0,61.65,426,365,265,22,99,8,13,129,37,30,8,15,0.41,1035.38,3572.93,22.47,17.63,17.39,51.52,50.12,59.43,55.93,54.24,53.98
"hendrma8120142015","Matt.Hendricks","LR","EDM",71,20142015,33,"1.850","1.850",8,8,16,0.51,0.51,1.02,-11,39.61,95.37,7.77,-42.52,13.29,39,-10.18,38.25,48.43,-78,127,205,8.08,13.03,21.11,-11.49,39.13,50.62,-165,297,462,18.88,29.38,48.26,95,-12.76,52.37,-348,663,1011,42.16,64.28,106.44,53.39,32,72,172,-9.17,41.9,51.07,-193,499,692,31.73,44,75.73,70.94,37,140,-8.57,42.5,51.07,-125,22.51,30.46,354,479,103,52.62,30.78,-12.96,43.83,1.59,3.56,25,56,-31,30.86,5.71,7.06,5.01,88.31,91.91,48.62,98,100,20.33,160,272,627,220,115,6,2,95,15,31,14,3,-0.7,943.65,3384.61,21.8,16.42,17.08,46.47,50.26,49.04,56.49,54.23,53.68
"henriad9020142015","Adam.Henrique","CL","N.J",75,20142015,24,"3.000","4.000",16,27,43,0.72,1.21,1.92,-1,44.88,101.82,12.6,-0.47,17.88,80,4.87,48.49,43.63,-15,241,256,10.78,11.46,22.24,0.9,46.53,45.63,-82,549,631,24.57,28.23,52.8,148,-0.46,45.34,-240,1052,1292,47.07,57.81,104.89,52.66,59,44,224,-0.13,44.95,45.08,-175,778,953,34.81,42.64,77.46,71.21,38,165,-0.64,43.55,44.2,-164,24.79,32.13,554,718,127,44.43,24.66,3.14,44.89,2.73,2.95,61,66,-5,48.03,9.7,11.01,7.84,90.81,93.07,51.58,270,249,44.43,395,404,494,59,77,16,11,111,21,31,11,10,-0.04,1340.89,3228.76,29.34,18.01,17.33,49.28,49.75,47.45,48.82,54.39,54.93
"hertlto9320142015","Tomas.Hertl","RL","S.J",82,20142015,20,"0.925","0.925",13,18,31,0.65,0.9,1.55,7,56.63,99.48,8.97,2.85,14.65,114,2.8,55.31,52.51,53,276,223,13.79,11.14,24.93,3.95,55.29,51.34,118,617,499,30.82,24.93,55.75,193,6.14,50.48,312,1333,1021,66.59,51,117.59,48.69,78,33,289,4.8,55.55,50.75,189,946,757,47.26,37.82,85.07,68.6,66,211,3.33,54.08,50.76,98,32.42,27.52,649,551,145,46.03,27.21,3.52,49,2.6,2.35,52,47,5,52.53,6.16,8.01,5.5,91.47,93.79,44.66,38,45,51.44,412,356,389,106,98,6,12,132,64,29,6,13,0.35,1201.11,3772.8,24.15,17.69,17.4,51.77,50.04,59.74,55.65,54.33,54.23
"hicketh8920142015","Thomas.Hickey","D","NYI",88,20142015,25,"0.750","0.675",2,21,23,0.07,0.75,0.82,0,48.42,97.1,2.08,-12.88,19.08,19,-5.61,51.76,57.37,24,353,329,12.61,11.76,24.37,-5.68,49.45,55.13,-18,806,824,28.8,29.45,58.25,64,-6,54.41,-101,1545,1646,55.21,58.82,114.03,53.2,75,151,207,-6.18,49.46,55.64,-25,1147,1172,40.99,41.88,82.87,71.67,36,132,-7.03,48.84,55.87,-39,29.38,30.77,822,861,96,47.69,26.54,-16.03,56.94,2.25,3.25,63,91,-28,40.91,1.52,7.66,5.49,89.43,92.24,40.91,1,1,44.18,482,593,609,133,217,11,10,94,63,45,12,12,0,1678.97,3687.12,31.29,16.58,17.29,52.16,49.7,59.23,54.33,53.58,54.22
"higgich8320142015","Chris.Higgins","L","VAN",83,20142015,31,"2.500","2.500",13,25,38,0.59,1.13,1.72,7,49.49,99.44,6.99,-7.34,15.93,90,-0.47,49.81,50.28,-2,265,267,12.03,12.12,24.14,1.26,49.35,48.09,-16,612,628,27.77,28.5,56.27,199,-0.38,49.87,-25,1216,1241,55.18,56.32,111.5,56,61,35,312,-0.04,50.25,50.29,9,913,904,41.43,41.02,82.46,74.59,65,251,0.31,50.78,50.47,21,30.9,29.95,681,660,186,46.82,26.99,-3.33,52.45,2.54,2.63,56,58,-2,49.12,5.18,8.22,6.13,91.21,93.58,37.93,3,6,43.4,408,386,532,79,59,17,8,173,22,30,9,16,0.32,1322.17,3705.28,26.3,17.47,17.5,50.38,49.61,55.42,54.57,54.36,55.2
"hilleja8620142015","Jack.Hillen","D","CAR/WSH",38,20142015,28,"0.700","0.700",0,5,5,0,0.61,0.61,-2,48,100.56,0,11.99,12.97,1,-9.2,43.03,52.23,-23,71,94,8.64,11.44,20.08,-4.27,48.16,52.43,-16,209,225,25.44,27.39,52.83,26,-3.26,51.27,-36,433,469,52.71,57.09,109.8,49.65,36,53,71,-4.26,47.4,51.67,-33,301,334,36.64,40.66,77.3,71.43,11,35,-4.52,46.54,51.06,-32,26.17,30.07,215,247,24,47.33,26.05,-9.25,57.74,1.95,2.07,16,17,-1,48.48,0,7.44,5.32,93.12,94.91,40,0,0,60.54,158,114,103,38,85,1,4,24,9,6,5,3,-0.24,492.92,1815.99,21.35,15.71,16.82,50.32,50.25,54.12,53.43,54.34,53.8
"hishojo9120142015","Joey.Hishon","C","COL",13,20142015,22,"0.851","0.851",1,1,2,0.44,0.44,0.88,3,43.61,102.81,5.26,10.4,10.5,8,14,56.25,42.25,4,18,14,7.91,6.15,14.06,7.44,48.57,41.14,-3,51,54,22.41,23.73,46.13,21,2.41,41.21,-29,99,128,43.5,56.24,99.74,59.6,5,7,29,4.74,45.91,41.17,-13,73,86,32.07,37.79,69.86,80.82,5,24,11.76,52.68,40.92,6,25.92,23.29,59,53,19,58.59,38.37,13.38,49.12,2.2,1.32,5,3,2,62.5,4.17,8.47,6.85,94.34,96.51,43.88,35,43,51.43,36,45,34,3,14,0,1,18,2,5,0,3,1.32,136.56,647.21,17.42,15.91,16.53,42.68,49.27,45.36,60.92,53.16,54.73
"hjalmni8720142015","Niklas.Hjalmarsson","D","CHI",105,20142015,27,"4.200","4.100",4,21,25,0.1,0.53,0.63,-19,47.57,101.52,3.31,-25.18,22.61,10,-6.33,45.67,52,-73,385,458,9.73,11.58,21.31,-7.07,47.67,54.74,-95,974,1069,24.62,27.02,51.64,61,-9.08,56.65,-211,2065,2276,52.2,57.53,109.73,55.25,121,193,295,-7.88,47.08,54.95,-187,1505,1692,38.04,42.77,80.81,75.81,53,174,-7.1,47.17,54.27,-137,28.84,32.31,1141,1278,121,43.85,24.47,-1.87,54.59,2.2,1.97,87,78,9,52.73,2.3,7.62,5.78,93.9,95.39,40,0,0,38.63,647,814,1028,55,288,8,13,117,109,51,26,7,-0.48,2373.59,4141.33,36.43,17.02,17.79,52.74,50.74,58.55,52.47,55.46,53.84
"hodgmju8820142015","Justin.Hodgman","CR","ARI",5,20142015,26,"0.550","0.550",1,0,1,1.06,0,1.06,0,57.65,92.74,33.33,-3.22,11.36,4,10.91,55.56,44.64,2,10,8,10.56,8.45,19.01,16.25,63.64,47.39,12,28,16,29.57,16.9,46.47,4,6.11,51.53,13,49,36,51.75,38.02,89.76,53.06,0,0,4,7.53,58.06,50.53,10,36,26,38.02,27.46,65.47,72.22,1,4,10.36,59.09,48.73,8,27.46,19.01,26,18,3,50,30.77,-9.52,42.86,1.06,2.11,1,2,-1,33.33,25,3.85,2.78,88.89,92.31,50,25,21,51.43,18,30,17,8,3,0,0,2,2,0,1,1,0,56.82,245.35,18.8,17.74,16.96,49.37,50.69,52.57,53.91,53.82,52.35
"hodgsco9020142015","Cody.Hodgson","C","BUF",78,20142015,24,"3.500","4.250",6,7,13,0.36,0.42,0.78,7,43.21,96.52,4.72,10.52,12.79,52,1.54,43.67,42.13,-47,162,209,9.74,12.57,22.31,5.06,42.77,37.71,-125,370,495,22.25,29.77,52.02,127,6.39,36.81,-245,779,1024,46.85,61.58,108.43,54.69,62,21,229,4.34,42.71,38.37,-196,574,770,34.52,46.31,80.83,74.22,40,167,4.08,43.78,39.7,-121,25.62,32.9,426,547,127,46.58,28.96,-5.59,36.94,1.26,2.77,21,46,-25,31.34,3.59,4.93,3.66,91.59,94.03,45.59,173,204,49.92,303,297,304,40,62,5,2,121,16,24,6,13,0.42,997.69,3741.99,21.05,17.3,17.2,40.76,50.16,43.25,62.86,54.26,53.93
"hoffmmi8920142015","Mike.Hoffman","L","OTT",85,20142015,24,"0.750","0.750",28,23,51,1.39,1.14,2.53,5,56.81,101.79,13.08,18.48,14.24,80,8.13,57.27,49.14,66,260,194,12.89,9.62,22.5,11.21,60.14,48.94,224,664,440,32.91,21.81,54.72,223,7.66,49.15,316,1318,1002,65.32,49.66,114.99,53.87,112,34,398,8.19,55.87,47.68,202,962,760,47.68,37.67,85.35,73.8,72,286,8.73,55.69,46.96,145,35.19,28,710,565,214,43.61,25.66,11.4,48.93,3.62,2.38,73,48,25,60.33,9.79,10.28,7.59,91.5,93.68,42.86,7,8,64.99,503,392,271,49,83,16,7,186,47,58,7,12,0.25,1210.58,3998.38,23.24,17.99,17.35,50.68,49.61,57.36,55.82,53.77,54.61
"holdeni8720142015","Nick.Holden","D","COL",78,20142015,27,"0.600","0.600",5,9,14,0.19,0.35,0.54,-10,42.79,100.71,5.32,-2.42,19.77,16,0.09,43.22,43.13,-81,258,339,10.04,13.19,23.23,-2.47,43.04,45.51,-196,606,802,23.58,31.2,54.78,62,-1.88,44.67,-410,1216,1626,47.31,63.26,110.57,56.33,61,96,199,-2.36,42.97,45.33,-306,935,1241,36.38,48.28,84.66,73.26,44,138,-3.57,43.19,46.77,-216,26.65,35.05,685,901,94,44.59,27.4,-2.71,48.32,2.02,2.41,52,62,-10,45.61,3.62,7.59,5.56,93.12,95,40,0,0,45,473,468,578,156,119,5,4,89,34,24,14,4,-0.39,1542.26,3219.67,32.39,16.98,17.45,44.45,50.43,49.02,61.26,55.06,54.11
"hollape9120142015","Peter.Holland","C","TOR",62,20142015,23,"0.775","0.775",11,14,25,0.74,0.94,1.68,-1,41.85,100.66,11.83,-7.87,14.39,38,-10.36,37.6,47.96,-89,135,224,9.08,15.06,24.14,-7.36,39.55,46.91,-175,331,506,22.26,34.02,56.28,84,-5.92,47.78,-264,678,942,45.59,63.34,108.92,54.72,28,21,148,-6.88,40.92,47.8,-228,514,742,34.56,49.89,84.45,72.18,27,120,-4.96,42.55,47.5,-130,24.94,33.69,371,501,93,46.82,32.48,-4.73,48.91,2.55,3.23,38,48,-10,44.19,9.17,10.24,7.39,90.42,93.53,45.39,312,373,39.49,216,301,331,99,89,9,5,82,21,67,11,10,-0.07,892.38,2884.6,23.63,17.46,17.07,46.15,49.86,51.29,59.85,53.51,53.79
"holzeko8820142015","Korbinian.Holzer","D","TOR",34,20142015,26,"0.850","0.787",0,6,6,0,0.62,0.62,-3,38.48,101.61,0,-11.02,16.98,4,-6.54,39.77,46.31,-54,105,159,10.91,16.52,27.44,-9.49,36.94,46.43,-145,205,350,21.31,36.38,57.68,8,-10.82,49.3,-248,414,662,43.03,68.8,111.83,55.8,8,53,50,-8.45,39.95,48.4,-163,324,487,33.67,50.61,84.29,71.3,10,42,-9.27,39.55,48.82,-122,24.01,36.69,231,353,32,46.68,27.52,-1.6,45.24,2.49,3.22,24,31,-7,43.64,0,10.39,7.41,91.22,93.63,40,0,0,37.37,145,165,243,117,66,5,1,32,26,11,5,2,-0.31,577.32,1492.26,27.9,16.68,17.27,45.59,50.52,51.48,61.44,54.11,52.98
"horcosh7820142015","Shawn.Horcoff","LC","DAL",76,20142015,35,"3.000","5.500",11,18,29,0.69,1.13,1.82,-9,53.77,101.51,13.41,3.28,12.57,49,0.58,52.81,52.23,22,207,185,13,11.62,24.62,2.99,55.16,52.17,93,497,404,31.22,25.38,56.59,98,2.12,51.65,135,962,827,60.43,51.95,112.37,50.1,34,25,150,0.26,52.12,51.86,56,688,632,43.21,39.7,82.91,70.06,34,116,1.06,51.83,50.76,34,30.28,28.14,482,448,82,45.83,29.11,8.44,47.66,2.89,2.26,46,36,10,56.1,9.48,9.54,6.69,91.96,94.3,49.8,237,235,54.42,314,318,263,80,40,10,8,71,22,20,11,2,-0.57,955.23,3647.22,20.75,16.94,17.05,50.7,49.96,57.48,55.9,53.98,54.07
"hornqpa8720142015","Patric.Hornqvist","R","PIT",69,20142015,27,"4.000","4.250",27,27,54,1.34,1.34,2.67,4,61.92,102.36,11.39,23.46,17.56,149,19.86,63.67,43.81,146,340,194,16.83,9.61,26.44,18.27,63.6,45.32,325,760,435,37.63,21.54,59.17,254,15.25,46.67,544,1413,869,69.96,43.03,112.99,54.64,82,34,399,14.59,61.33,46.74,388,1050,662,51.99,32.78,84.77,73.52,80,317,13.97,61.08,47.11,280,38.22,24.36,772,492,237,43.38,25.68,22.77,43.41,4.56,2.33,92,47,45,66.19,8.52,11.92,8.76,90.45,92.9,37.04,2,5,67.82,609,404,289,103,173,15,12,210,10,32,16,20,0.2,1211.79,2994.81,28.81,18.96,17.75,52.76,49.75,56.85,50.89,54.38,54.92
"horvabo9520142015","Bo.Horvat","C","VAN",74,20142015,19,"0.925","0.894",14,15,29,0.91,0.97,1.88,-2,42.84,99.77,13.59,-8.21,12.51,75,-1.18,48.49,49.67,-12,193,205,12.51,13.29,25.8,-3.9,44.6,48.49,-95,392,487,25.41,31.57,56.98,122,-7.93,50.77,-248,742,990,48.1,64.18,112.28,55.39,25,50,158,-6.88,44.03,50.9,-153,564,717,36.56,46.48,83.04,72.87,30,133,-8.11,43.49,51.6,-123,26.64,34.62,411,534,103,46.06,25.52,-11.8,54.66,2.33,3.11,36,48,-12,42.86,10.53,8.76,6.38,91.01,93.31,51.82,475,437,42.05,262,304,361,79,49,9,6,89,13,13,9,7,-0.13,925.58,3557.51,20.65,17.29,17.05,49.67,49.78,53.44,54.16,54.17,54.65
"hossama7920142015","Marian.Hossa","R","CHI",105,20142015,35,"7.900","5.275",26,52,78,0.8,1.6,2.4,-4,56.6,101.14,8.23,4.44,18.57,111,4.67,53.04,48.36,45,393,348,12.09,10.71,22.8,3.99,55.02,51.03,180,986,806,30.34,24.8,55.15,326,4.51,52.09,494,2119,1625,65.21,50.01,115.21,53,163,33,572,4.24,55.13,50.89,283,1521,1238,46.81,38.1,84.9,73.83,93,409,4.12,54.59,50.48,189,34.56,28.74,1123,934,316,42.52,24.56,5.65,52.02,3.35,2.46,109,80,29,57.67,6.36,9.71,7.17,91.43,93.54,50,7,3,57.5,740,665,547,100,98,32,20,290,35,87,20,16,-0.12,1949.76,4565.17,29.93,18.78,18.01,53.34,50.7,59.87,52.38,55.42,53.89
"hrabara9220142015","Raman.Hrabarenka","D","N.J",1,20142015,22,"0.693","0.693",0,0,0,0,0,0,0,40,108.33,NA,61.76,11.78,0,7.06,60,52.94,1,3,2,15.29,10.19,25.48,12.24,57.14,44.9,2,8,6,40.76,30.57,71.34,0,-3.48,43.48,-4,8,12,40.76,61.15,101.91,50,0,3,0,0.48,42.86,42.37,-2,6,8,30.57,40.76,71.34,66.67,0,0,-4.44,40,44.44,-2,20.38,30.57,4,6,0,50,25,10,40,5.1,5.1,1,1,0,50,NA,25,16.67,83.33,87.5,40,0,0,100,2,3,0,1,0,0,0,0,0,0,0,0,0,11.78,49.06,19.36,15.09,16.73,46.91,51.98,45.39,51.36,54.61,50.45
"huberjo9320142015","Jonathan.Huberdeau","L","FLA",79,20142015,21,"0.833","0.894",15,39,54,0.68,1.77,2.46,10,57.42,101.53,8.82,13.31,16.7,77,12.05,58.47,46.41,75,259,184,11.78,8.37,20.14,9.28,57.33,48.05,159,622,463,28.28,21.05,49.34,152,9.18,48.24,349,1350,1001,61.39,45.52,106.9,56.22,59,24,265,9.05,57.1,48.05,254,1021,767,46.43,34.88,81.3,74.34,36,206,8.45,57.15,48.71,190,34.51,25.87,759,569,170,43.16,25.81,18.28,43.06,3.32,2.09,73,46,27,61.34,7.28,9.62,7.15,91.92,94,35.71,2,6,60.3,518,458,341,68,130,27,12,155,23,34,13,23,0.45,1319.53,3513.06,27.3,18.24,17.57,51.68,49.7,54.53,50.98,54.08,54.72
"hudleji8420142015","Jiri.Hudler","RL","CGY",89,20142015,30,"4.000","4.000",35,49,84,1.33,1.87,3.2,10,54.59,104.79,20.23,25.69,17.71,101,10,55.24,45.23,66,348,282,13.25,10.74,23.98,10.87,54.59,43.72,142,844,702,32.13,26.72,58.86,208,11.87,42.72,284,1688,1404,64.26,53.45,117.71,49.7,60,17,307,10.85,54.89,44.04,215,1206,991,45.91,37.73,83.64,69.57,74,247,9.75,54.62,44.87,142,31.94,26.53,839,697,173,50.36,29.67,19.5,45.31,4.42,2.4,116,63,53,64.8,14.17,13.83,9.62,90.96,93.64,44.78,22,25,64.88,800,509,433,32,42,32,17,138,34,49,7,17,0.38,1576.08,3832.38,29.14,19.29,17.6,45.64,50.41,50.85,60.57,55.08,54.18
"huntxbr8820142015","Brad.Hunt","D","EDM",11,20142015,26,"0.550","0.550",1,2,3,0.28,0.56,0.84,1,51.82,95.03,5,17.21,19.58,0,1.69,43.06,41.36,-10,31,41,8.64,11.42,20.06,0.69,45.6,44.91,-16,83,99,23.12,27.58,50.7,7,4.25,47.57,15,214,199,59.61,55.44,115.05,49.07,16,10,49,3.93,51.01,47.08,6,152,146,42.34,40.67,83.01,69.08,13,33,7.42,52.24,44.82,9,29.25,26.74,105,96,20,51.76,34.25,6.82,34.09,2.51,3.62,9,13,-4,40.91,3.03,8.57,5.92,86.46,91.1,40,0,0,63.49,80,84,46,8,17,2,0,19,6,6,0,1,0.28,215.38,458.88,31.94,17.2,17.16,46.73,49.85,51.01,58.16,54.19,54.51
"hunwima8520142015","Matt.Hunwick","D","NYR",61,20142015,29,"0.600","0.600",2,9,11,0.13,0.57,0.7,-5,53.5,102.13,2.7,10.83,15.48,16,3.65,53.91,50.26,29,200,171,12.71,10.87,23.58,2.13,52.6,50.47,41,415,374,26.37,23.77,50.14,34,3.79,49.71,121,924,803,58.72,51.03,109.75,58.12,46,47,146,2.85,52.91,50.07,78,708,630,44.99,40.04,85.03,75.85,26,100,4.69,55.08,50.39,99,34.13,27.84,537,438,74,45.45,30.48,6.19,55.65,2.99,1.84,47,29,18,61.84,2,8.75,6.64,93.38,95.4,40,0,0,59.96,283,306,189,61,116,5,4,72,29,15,8,3,-0.32,944.12,2772.92,25.4,16.19,16.89,49.75,49.35,54.45,55.01,52.85,54.25
"iginlja7720142015","Jarome.Iginla","R","COL",82,20142015,37,"5.500","5.333",29,30,59,1.18,1.22,2.4,1,48.27,102.41,15.34,13.52,18.02,68,9.74,49.76,40.02,-3,306,309,12.42,12.55,24.97,7.64,49.97,42.32,-1,738,739,29.97,30.01,59.97,189,6.03,42.23,-99,1379,1478,55.99,60.01,116,53.95,105,47,350,5.21,48.23,43.02,-74,1008,1082,40.93,43.93,84.86,73.81,56,245,5.06,49.21,44.15,-24,30.21,31.18,744,768,189,48.04,29.02,10.9,44.9,3.13,2.48,77,61,16,55.8,11.84,10.35,7.64,92.06,94.36,43.92,57,71,56.07,559,472,438,99,77,23,7,160,30,31,7,8,0.04,1477.7,3529.04,29.51,18.53,17.75,44.7,50.55,49.77,61.57,55.19,53.98
"irwinma8720142015","Matt.Irwin","D","S.J",53,20142015,26,"1.100","1.000",8,11,19,0.53,0.73,1.26,0,53.61,100.21,8.6,6.3,17.04,12,0.3,53.51,53.21,24,183,159,12.16,10.57,22.73,2.42,53.86,51.44,62,433,371,28.77,24.65,53.43,46,1.81,51.79,123,914,791,60.74,52.56,113.3,51.53,68,65,191,1.02,52.99,51.97,75,664,589,44.12,39.14,83.26,70.93,30,123,1.93,53.1,51.17,55,31.3,27.64,471,416,93,47.41,29.37,7.08,46.58,2.92,2.53,44,38,6,53.66,6.5,9.34,6.63,90.87,93.55,40,0,0,55.11,286,270,233,55,97,6,5,85,26,14,7,7,0,902.91,2304.1,28.15,15.96,17.01,50.92,49.75,57.91,55.82,53.77,54.32
"jackmba8120142015","Barret.Jackman","D","STL",86,20142015,33,"3.250","3.167",2,13,15,0.08,0.55,0.63,0,47.65,97.88,2.3,-17.26,16.5,6,-2.9,51.48,54.38,13,226,213,9.56,9.01,18.57,-4.79,49.22,54.01,-18,569,587,24.06,24.82,48.89,37,-6.23,53.88,-114,1158,1272,48.97,53.79,102.77,53.54,48,134,164,-5.49,49.35,54.84,-23,873,896,36.92,37.89,74.81,71.02,29,116,-5.6,49.21,54.81,-20,26.22,27.07,620,640,87,49.69,28.57,-14.08,56.94,1.9,2.54,45,60,-15,42.86,1.72,7.26,5.15,90.62,93.3,40,0,0,36.64,321,424,555,111,130,6,7,85,30,17,12,12,0,1418.74,3813.51,27.12,16.11,16.97,51.37,49.89,53.92,51.05,53.87,54.12
"jackmti8120142015","Tim.Jackman","R","ANA",64,20142015,32,"0.637","0.637",5,2,7,0.58,0.23,0.81,4,50,97.67,8.62,2.62,8.09,26,-5.11,46.82,51.93,-11,81,92,9.38,10.65,20.04,1.04,52.43,51.39,20,216,196,25.02,22.7,47.72,62,-0.41,50.41,0,451,451,52.23,52.23,104.46,53.88,19,23,108,-0.63,50.52,51.15,7,343,336,39.72,38.91,78.64,70.85,31,89,0,50.94,50.95,9,28.14,27.1,243,234,58,48.12,30.36,-14.85,56.23,1.39,1.97,12,17,-5,41.38,5.62,4.94,3.5,92.74,94.94,52.94,10,4,51.34,153,198,145,127,97,0,2,53,9,8,8,12,0.46,518.08,3391.08,13.25,16.91,16.51,49.57,49.27,53.36,54.29,53.28,54.86
"jagrxja7220142015","Jaromir.Jagr","R","FLA/N.J",77,20142015,42,"3.500","3.500",17,30,47,0.77,1.36,2.13,-6,57.16,100.83,10.06,19.08,17.2,82,17.67,59.02,41.35,74,242,168,10.96,7.61,18.57,14.71,58.4,43.69,187,650,463,29.44,20.97,50.42,208,13.13,44.03,318,1270,952,57.53,43.12,100.65,56.3,74,14,300,12.5,56.19,43.69,210,953,743,43.17,33.66,76.83,75.03,57,226,13.8,56.43,42.63,163,32.39,25,715,552,169,42.02,25.71,16.28,42.26,3.26,2.31,72,51,21,58.54,7.52,10.07,7.56,90.76,93.14,42.86,1,0,61.11,539,447,343,30,98,21,9,152,46,38,23,17,-0.27,1324.57,3361.82,28.26,18.6,17.6,50.75,50.01,49.86,48.39,54.52,54.51
"jarnkca9120142015","Calle.Jarnkrok","C","NSH",80,20142015,22,"0.790","0.715",7,13,20,0.4,0.75,1.15,8,49.62,97.35,6.8,-0.83,13.06,50,-2.57,49,51.57,-7,172,179,9.88,10.28,20.16,-0.94,51.47,52.41,25,437,412,25.1,23.67,48.77,123,-2.8,52.41,-14,906,920,52.05,52.85,104.9,55.3,46,24,193,-2.41,50.74,53.15,20,682,662,39.18,38.03,77.21,73.46,44,147,-2.68,50.66,53.34,13,28.78,28.03,501,488,103,46.96,26.28,-12.97,55.65,2.01,2.7,35,47,-12,42.68,4.76,6.99,5.13,90.37,92.9,46.5,337,385,50.22,347,351,344,37,86,7,6,96,11,24,9,17,0.46,1044.46,3899.24,21.13,17.49,17.15,51.65,50.19,55.72,52.16,54.7,54.29
"jaskidm9320142015","Dmitrij.Jaskin","LR","STL",60,20142015,21,"0.925","0.803",13,6,19,0.97,0.45,1.42,1,57.61,100.98,11.4,0.76,13.39,56,6.88,58.89,52.01,48,159,111,11.87,8.29,20.16,7.23,58.8,51.57,117,391,274,29.2,20.46,49.66,125,6.95,50.66,210,795,585,59.37,43.68,103.05,54.47,39,22,207,7.77,59.06,51.29,189,616,427,46,31.89,77.88,70.29,54,168,8.04,58.75,50.71,129,32.33,22.7,433,304,114,48.03,28.81,10.32,51.35,2.76,1.72,37,23,14,61.67,7.74,8.55,6.01,92.43,94.61,40.74,3,4,49.79,236,262,238,162,117,2,4,101,13,17,8,9,0.07,803.5,2841.75,22.04,17.73,17.22,51.74,49.9,55,51.3,54.18,54.4
"jennebo9320142015","Boone.Jenner","LC","CBJ",31,20142015,21,"0.792","0.778",9,8,17,0.93,0.83,1.75,7,48.98,100.74,10.84,5.85,18.76,46,9.15,55.71,46.56,25,122,97,12.58,10.01,22.59,9.73,53.01,43.28,32,282,250,29.09,25.79,54.88,90,5.38,43.6,-22,526,548,54.26,56.53,110.79,57.41,29,25,137,5.94,49.02,43.09,-16,402,418,41.47,43.12,84.59,75.12,25,108,6.68,49.03,42.35,-12,31.15,32.39,302,314,83,42.7,24.88,1.21,49.56,3.4,3.3,33,32,1,50.77,8.33,10.93,8.21,89.81,92.34,48.77,151,155,46.88,188,198,213,102,42,6,2,74,17,18,6,13,0.72,581.66,1324.83,30.51,18.28,17.56,48.46,50.15,52.72,56.06,54.39,54.08
