"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"sedinhe8020142015","Henrik.Sedin","C","VAN",88,20142015,33,"7.000","7.000",19,58,77,0.71,2.15,2.86,0,59.8,101.32,16.38,19.14,18.36,63,12.17,58.61,46.44,104,354,250,13.15,9.28,22.43,12.91,57.18,44.27,203,808,605,30.01,22.47,52.48,125,14.72,45.08,576,1758,1182,65.29,43.9,109.18,55.12,42,26,188,13.83,59.61,45.78,422,1309,887,48.61,32.94,81.55,74.03,30,146,15.29,60.94,45.66,348,35.99,23.06,969,621,116,47.46,29.99,19.39,44.51,4.01,2.27,108,61,47,63.91,13.01,11.15,8.25,90.18,93.12,45.34,770,926,61.98,709,618,435,27,71,29,29,97,45,38,13,13,0,1615.62,3713.42,30.32,18.05,18.01,51.99,49.89,56.07,51.78,54.68,54.92
"seguity9220142015","Tyler.Seguin","CR","DAL",71,20142015,22,"5.500","5.750",37,40,77,1.59,1.72,3.32,5,60.78,101.19,13.21,22.47,19.62,82,10.65,60.07,49.41,122,364,242,15.68,10.43,26.11,12.28,60.82,48.54,327,919,592,39.59,25.5,65.09,277,13.74,47.04,614,1731,1117,74.57,48.12,122.69,49.97,139,26,529,11.9,59.68,47.78,412,1270,858,54.71,36.96,91.67,68.11,110,390,11.1,58.25,47.15,245,37.26,26.71,865,620,280,44.49,27.74,15.92,44.93,4.35,2.8,101,65,36,60.84,9.49,11.68,7.95,89.52,92.42,53.3,275,236,66.04,708,508,364,63,34,33,7,243,45,45,10,15,0.22,1392.78,2903.1,32.42,18.26,17.89,51.79,50.3,60.34,56.17,54.72,54.06
"seidede8120142015","Dennis.Seidenberg","D","BOS",82,20142015,33,"4.000","4.000",3,11,14,0.1,0.36,0.46,-9,43.78,99.93,2.91,-18.64,22.1,12,-10.42,46.05,56.48,-49,286,335,9.47,11.09,20.56,-13.01,43.28,56.29,-210,676,886,22.38,29.33,51.71,52,-12.87,56.66,-402,1416,1818,46.87,60.18,107.06,53.74,73,146,209,-12.37,43.22,55.59,-327,1042,1369,34.49,45.32,79.81,73.03,33,136,-11.4,43.56,54.96,-225,25.19,32.64,761,986,103,45.76,27.98,-11.7,55.06,2.05,2.68,62,81,-19,43.36,2.21,8.15,5.95,91.78,94.08,40,0,0,38.51,471,579,752,212,293,3,8,100,24,8,17,8,-0.3,1812.53,3203.82,36.13,16.42,17.42,52.63,49.91,56.38,50.74,54.16,54.34
"sekacji9220142015","Jiri.Sekac","C","ANA/MTL",76,20142015,22,"0.925","0.925",9,14,23,0.54,0.83,1.37,5,49.57,101.12,9.89,3.28,13.26,51,-1.53,48.36,49.89,-11,162,173,9.64,10.3,19.94,-0.66,48.35,49.02,-26,382,408,22.74,24.29,47.03,104,-0.33,49.9,-15,874,889,52.03,52.93,104.96,50.69,36,32,173,-0.3,50.4,50.69,10,637,627,37.92,37.33,75.25,69.54,46,137,-0.98,49.22,50.2,-14,26.37,27.21,443,457,91,48.59,27.11,-0.29,53.23,2.14,1.91,36,32,4,52.94,6.57,8.13,5.65,93,94.9,36.36,0,2,51.15,290,338,277,90,124,3,11,82,31,28,12,17,0.3,1007.83,3676.02,21.52,17.63,17.11,49.1,49.8,53.82,55.78,54.21,54.63
"sekeran8620142015","Andrej.Sekera","D","CAR/L.A",73,20142015,28,"1.750","2.750",3,20,23,0.11,0.75,0.86,1,53.71,98.88,3,-3.51,21.92,10,-0.54,50.49,51.03,6,309,303,11.59,11.36,22.95,0.14,51.16,51.02,34,749,715,28.09,26.81,54.9,70,1.83,51.88,222,1607,1385,60.27,51.94,112.21,51.59,115,118,269,0.72,52.18,51.46,96,1150,1054,43.13,39.53,82.66,72.09,54,154,1.92,53.48,51.56,108,31.09,27.04,829,721,100,47.94,31.59,5.17,44.83,2.33,2.33,62,62,0,50,1.95,7.48,5.39,91.4,94.12,40,0,0,50.72,563,530,547,59,168,7,13,97,56,43,7,8,0.04,1599.89,2831.48,36.1,17.02,17.58,51.87,49.89,57.3,53.16,54.29,54.52
"seminal8420142015","Alexander.Semin","R","CAR",57,20142015,30,"7.000","7.000",6,13,19,0.4,0.86,1.26,3,59.16,97.13,6.45,13.18,15.88,40,5.17,54.74,49.57,31,179,148,11.87,9.81,21.68,6.37,57.99,51.61,130,472,342,31.29,22.67,53.96,110,7.07,52.09,296,956,660,63.37,43.75,107.13,48.01,70,17,207,5.79,57.51,51.72,176,674,498,44.68,33.01,77.69,68.1,44,137,3.23,55.64,52.4,93,30.43,24.26,459,366,93,44.55,26.51,5.07,42.99,2.45,2.65,37,40,-3,48.05,4.38,8.06,5.49,89.07,91.97,37.93,3,6,64.71,374,280,204,30,70,7,6,87,34,48,16,19,0.2,905.09,2568.57,26.06,17.87,17.37,51.33,49.36,57.3,54.32,53.49,54.89
"sestiti8420142015","Tim.Sestito","CL","N.J",15,20142015,30,"0.575","0.562",0,2,2,0,0.77,0.77,-3,35.71,99.65,0,-4.98,10.34,5,-9.77,38.89,48.66,-8,14,22,5.41,8.51,13.92,-12,35.63,47.64,-25,31,56,11.99,21.66,33.64,9,-8.84,44.56,-60,75,135,29,52.21,81.21,62.67,3,3,16,-8.06,36.75,44.81,-44,61,105,23.59,40.61,64.2,77.05,3,13,-5.8,37.3,43.1,-32,18.18,30.55,47,79,10,41.48,24.76,-12.02,48.39,1.55,2.71,4,7,-3,36.36,0,8.51,6.56,91.14,93.33,44.44,48,58,39.39,39,45,60,22,15,2,0,10,2,3,4,1,-1.16,155.15,761.18,16.93,16.21,16.61,49.03,50.11,46.65,48.49,53.23,52.98
"sestito8720142015","Tom.Sestito","L","VAN",3,20142015,26,"0.850","0.750",0,1,1,0,3.34,3.34,2,28.21,116.67,0,-16.6,5.98,0,-1.34,54.55,55.88,1,6,5,20.06,16.71,36.77,-8.01,38.89,46.9,-4,7,11,23.4,36.77,60.17,1,-21.63,49.83,-17,11,28,36.77,93.59,130.36,54.55,0,0,2,-15.3,36.67,51.97,-8,11,19,36.77,63.51,100.28,54.55,1,2,-26.51,26.09,52.6,-11,20.06,56.82,6,17,1,39.29,10.53,37.5,62.5,3.34,0,1,0,1,100,0,16.67,9.09,100,100,40,0,0,30,3,6,7,10,2,0,1,1,0,0,0,2,6.69,17.95,161.82,9.99,16.82,17.3,50.32,48.89,53.51,52.83,53.44,55.87
"setogde8720142015","Devin.Setoguchi","R","CGY",12,20142015,27,"0.750","0.750",0,0,0,0,0,0,-2,48.19,93.51,0,11.84,12.46,7,0.29,42.55,42.26,-7,20,27,8.03,10.83,18.86,0.13,43.8,43.67,-17,60,77,24.08,30.9,54.98,13,5.94,42.24,-10,133,143,53.37,57.38,110.76,52.63,8,5,26,5.94,49.46,43.53,-2,92,94,36.92,37.72,74.64,76.09,6,18,6.93,51.47,44.54,4,28.09,26.49,70,66,12,53.85,29.79,-20.02,55.74,2.01,3.61,5,9,-4,35.71,0,7.14,5.43,86.36,90.43,40.91,1,1,55.45,61,53,49,12,10,0,0,12,1,0,2,0,-0.8,149.52,592.47,20.15,17.79,17.27,46.09,50.61,49.06,57.39,54.06,52.75
"severda9420142015","Damon.Severson","D","N.J",51,20142015,20,"0.642","0.606",5,12,17,0.27,0.65,0.92,-9,52.19,98.05,5.38,7.51,21.67,7,5.98,50.56,44.58,4,181,177,9.82,9.61,19.43,4.25,49.73,45.48,-5,456,461,24.75,25.02,49.78,42,7.96,44.23,82,978,896,53.09,48.64,101.72,52.86,65,34,205,6.75,50.73,43.98,21,728,707,39.52,38.38,77.89,71.02,47,140,7.11,50.05,42.94,1,28.06,28.01,517,516,93,42.41,27.02,0.19,44.38,2.23,2.77,41,51,-10,44.57,3.57,7.93,5.63,90.12,92.79,38.1,0,1,50.72,350,356,340,19,27,2,10,88,38,14,11,2,-0.49,1105.36,1998.33,35.61,16.79,17.44,50.64,50.12,48.53,47.31,54.81,54.56
"sgarbmi9220142015","Michael.Sgarbossa","C","COL",3,20142015,22,"0.600","0.591",0,1,1,0,2.97,2.97,1,41.3,106.41,0,16.1,6.74,0,-50.72,0,50.72,-5,0,5,0,14.84,14.84,-9.34,40,49.34,-3,6,9,17.81,26.71,44.52,2,-5.57,46.88,-8,19,27,56.39,80.13,136.52,68.42,3,1,6,-6.03,39.47,45.5,-8,15,23,44.52,68.26,112.78,86.67,1,3,-5.58,41.94,47.52,-5,38.58,53.42,13,18,2,33.33,21.74,18.75,31.25,8.9,8.9,3,3,0,50,0,23.08,20,83.33,86.96,42.5,9,11,64.29,9,9,5,0,2,0,1,2,0,0,0,1,2.97,20.22,161.38,11.13,16.3,15.1,44.65,46.82,48.03,59.54,49.62,56.36
"sharppa8120142015","Patrick.Sharp","L","CHI",91,20142015,32,"6.500","5.900",21,37,58,0.85,1.49,2.33,1,60.23,99.44,7.14,26.4,16.38,91,8.96,55.87,46.91,67,319,252,12.84,10.14,22.98,7.98,57.88,49.89,218,801,583,32.24,23.47,55.71,235,9.34,50.89,590,1737,1147,69.92,46.17,116.09,51.18,131,19,525,8.3,58.07,49.77,340,1223,883,49.23,35.54,84.77,72.69,100,394,8.2,57.54,49.34,233,35.78,26.41,889,656,294,42.81,25.71,5.07,50.96,3.18,2.5,79,62,17,56.03,5.33,8.89,6.46,90.55,92.98,46.81,58,63,73.69,776,439,277,120,150,20,17,273,30,48,17,18,0.04,1490.59,4180.69,26.28,17.98,17.2,52.63,50.16,58.8,52.93,54.34,53.99
"shattke8920142015","Kevin.Shattenkirk","D","STL",62,20142015,25,"4.200","4.250",8,44,52,0.34,1.89,2.23,-5,58.8,102.96,5.41,22.57,22.57,8,12.41,62.6,50.19,124,308,184,13.21,7.89,21.1,12.17,60.38,48.21,259,753,494,32.29,21.18,53.48,75,10.49,48.31,450,1503,1053,64.45,45.16,109.61,54.69,86,96,290,9.56,59.5,49.94,364,1140,776,48.89,33.28,82.17,72.11,56,204,10.59,60.04,49.46,275,35.25,23.46,822,547,148,48.05,29.51,20.59,46.07,4.2,2.1,98,49,49,66.67,3.92,11.92,8.6,91.04,93.69,40,0,0,63.4,667,403,385,47,107,22,22,140,39,26,11,6,-0.21,1399.12,2369.2,37.13,16.56,17.35,50.67,50.06,53.99,52.57,54.59,54.46
"shawxan9120142015","Andrew.Shaw","CR","CHI",102,20142015,23,"1.500","2.000",20,18,38,0.77,0.69,1.46,7,61.21,99.41,10.53,12.72,15.32,142,11.24,58.18,46.94,97,345,248,13.24,9.52,22.76,10.34,60.04,49.71,280,837,557,32.13,21.38,53.51,232,10.1,51.11,655,1788,1133,68.64,43.49,112.13,50.95,64,39,310,8.99,59.09,50.1,384,1248,864,47.91,33.17,81.07,73,56,246,8.39,58.21,49.82,257,34.97,25.11,911,654,190,42.28,24.31,3.62,52.86,2.84,2.19,74,57,17,56.49,8.13,8.12,5.93,91.28,93.4,49.89,442,440,64.2,694,397,387,185,248,7,11,170,20,27,22,29,0.27,1563.01,4772.07,24.67,17.61,17.02,52.79,50.18,58.56,52.38,54.26,53.87
"sheahri9120142015","Riley.Sheahan","C","DET",86,20142015,22,"0.850","0.950",15,24,39,0.68,1.09,1.76,3,59.29,100.12,11.45,10.92,15.43,90,10.4,62.11,51.71,115,295,180,13.34,8.14,21.48,10.37,61.31,50.94,255,691,436,31.25,19.72,50.96,158,8.94,50.35,420,1340,920,60.6,41.6,102.2,53.58,53,22,237,8.43,57.81,49.38,268,992,724,44.86,32.74,77.6,72.38,53,184,8.5,57.3,48.8,183,32.47,24.19,718,535,131,41.85,26.1,8.07,49.56,3.08,2.26,68,50,18,57.63,8.15,9.47,6.85,90.65,93.09,49.09,506,521,61.75,586,378,363,27,116,15,9,116,29,22,8,11,0.14,1326.82,3918.34,25.3,17.47,17.28,53.22,49.89,52.89,46.49,54.27,54.52
"sheppja8820142015","James.Sheppard","C","NYR/S.J",84,20142015,26,"1.300","1.300",8,12,20,0.46,0.69,1.14,2,48.67,100.13,8.79,-10.36,12.48,55,0.66,53.33,52.67,22,176,154,10.07,8.81,18.89,-2.74,49.28,52.01,-12,408,420,23.35,24.04,47.39,99,-3.01,51.68,-51,934,985,53.45,56.37,109.83,51.28,33,50,168,-3.12,48.6,51.72,-39,676,715,38.69,40.92,79.61,70.86,44,135,-2.09,49.48,51.57,-10,27.41,27.99,479,489,91,50.36,31.61,0.13,49.87,1.72,1.72,30,30,0,50,5.93,6.26,4.44,93.87,95.8,49.03,296,304,40.32,227,335,336,147,128,8,4,83,38,42,11,13,0.11,1048.39,4052.16,20.55,17.16,16.93,50.63,50.07,56.79,55.38,53.93,53.78
"shinnbr9120142015","Brendan.Shinnimin","C","ARI",12,20142015,23,"0.718","0.667",0,1,1,0,0.47,0.47,-1,49.78,98.31,0,17.53,10.61,3,5.86,52.78,46.92,2,19,17,8.96,8.01,16.97,1.63,48.94,47.31,-2,46,48,21.69,22.63,44.32,12,-0.89,50.68,-1,115,116,54.22,54.69,108.91,49.57,8,4,23,0.03,49.69,49.65,-1,79,80,37.24,37.72,74.96,72.15,5,15,-0.68,49.57,50.24,-1,26.87,27.34,57,58,10,50,27.5,-7.05,40.38,0.47,0.94,1,2,-1,33.33,0,1.75,1.27,96.55,97.5,41.32,42,59,60.71,51,45,33,12,21,0,1,10,4,4,2,1,-0.47,127.27,603.76,17.41,16.99,16.75,48.2,49.51,52.3,56.2,53.29,54.34
"shoredr9120142015","Drew.Shore","CR","CGY",12,20142015,23,"0.900","0.900",1,2,3,0.45,0.9,1.35,2,40.16,95.38,6.67,-8.25,11.09,4,-18.49,27.66,46.15,-21,13,34,5.86,15.32,21.18,-9.75,34.51,44.26,-35,39,74,17.58,33.35,50.93,10,-3.54,43.69,-50,102,152,45.97,68.5,114.47,54.9,8,4,25,-4.54,41.44,45.97,-31,75,106,33.8,47.77,81.57,74.67,2,17,-7.32,39.72,47.04,-29,25.24,38.31,56,85,15,44.08,19.81,-27.68,56.25,1.8,4.51,4,10,-6,28.57,5.88,7.14,5.33,88.24,90.57,47.5,30,30,39.73,29,47,44,11,18,2,0,14,1,1,1,3,0.9,133.13,596.62,18.24,16.72,16.73,45.29,50.74,50.13,60.55,54.42,52.84
"shoreni9220142015","Nicholas.Shore","C","L.A",34,20142015,21,"0.925","0.925",1,6,7,0.16,0.97,1.14,2,51.27,100.38,3.03,8.65,10.88,12,-4.31,49.53,53.85,-1,53,54,8.6,8.76,17.36,-3.82,50.19,54.01,1,132,131,21.41,21.25,42.66,26,-3.24,54.52,16,322,306,52.23,49.64,101.87,49.38,8,14,57,-2.44,51.91,54.35,17,231,214,37.47,34.71,72.18,68.83,16,49,-3.22,50.96,54.18,6,25.79,24.82,159,153,33,50,28.5,-2.62,55,1.78,1.62,11,10,1,52.38,2.04,6.92,4.76,93.46,95.33,52.73,127,109,60.33,111,76,73,51,44,2,4,32,2,8,5,7,0.32,369.88,1688.38,17.97,16.97,16.6,53.93,49.34,56.5,48.27,53.54,54.96
"shuggju9120142015","Justin.Shugg","RL","CAR",3,20142015,22,"0.600","0.600",0,0,0,0,0,0,-1,46.15,100,0,0.97,6.3,2,21.89,66.67,44.78,2,4,2,12.7,6.35,19.06,16.34,64.29,47.95,4,9,5,28.58,15.88,44.46,4,-3.37,49.52,-2,12,14,38.11,44.46,82.58,41.67,0,0,4,-4.61,43.48,48.09,-3,10,13,31.76,41.29,73.05,50,1,4,-18.75,31.25,50,-6,15.88,34.94,5,11,3,21.43,15.38,NA,50,0,0,0,0,0,NA,0,0,0,100,100,40,0,0,44.44,4,5,5,3,4,0,0,3,1,0,1,0,-3.18,18.89,166.04,10.22,15.38,16.82,47.98,47.07,51.47,55.81,51.81,58.26
"siemedu9320142015","Duncan.Siemens","D","COL",1,20142015,21,"NA","NA",0,0,0,0,0,0,0,44.44,101.79,NA,25.49,12.28,0,51.43,80,28.57,3,4,1,19.54,4.88,24.42,1.67,41.67,40,-2,5,7,24.42,34.19,58.62,0,3.19,41.25,-2,8,10,39.08,48.85,87.92,87.5,0,0,0,1.83,41.18,39.34,-3,7,10,34.19,48.85,83.04,100,0,0,3.08,46.67,43.59,-1,34.19,39.08,7,8,0,20,20,-16.67,66.67,4.88,4.88,1,1,0,50,NA,14.29,14.29,87.5,90,40,0,0,66.67,6,7,3,2,1,0,0,0,0,0,0,0,0,12.28,47.72,20.47,16.74,16.34,42.72,51.57,46.13,61.86,55.86,52.47
"silfvja9020142015","Jakob.Silfverberg","RL","ANA",97,20142015,23,"0.850","0.850",17,40,57,0.65,1.53,2.18,-1,49.9,101.9,7.39,-3.31,16.19,80,-6.88,47.33,54.21,-29,257,286,9.82,10.93,20.75,-2.49,50.34,52.83,9,658,649,25.14,24.8,49.93,213,-1.57,51.46,-6,1456,1462,55.63,55.86,111.48,52.06,82,53,412,-1.49,50.85,52.34,37,1105,1068,42.22,40.8,83.02,68.6,100,330,-0.68,51.04,51.72,31,28.96,27.78,758,727,230,50.27,31.93,4.99,51.12,2.98,2.33,78,61,17,56.12,5.15,10.29,7.06,91.61,94.29,42.11,24,32,47.45,493,599,546,62,131,26,14,213,30,51,17,16,-0.04,1570.46,4414.63,26.24,17.7,17.59,50.53,50.37,55.15,54,55.43,54.62
"sillxza8820142015","Zach.Sill","LC","PIT/TOR",63,20142015,26,"0.550","0.550",1,3,4,0.11,0.34,0.46,3,41.64,97.42,2.33,-4.66,8.32,21,-6.09,42.11,48.19,-24,64,88,7.33,10.08,17.41,-9.46,40.34,49.79,-80,167,247,19.13,28.29,47.41,41,-8.6,50.24,-139,346,485,39.63,55.54,95.17,53.47,16,27,78,-9.23,40.69,49.92,-113,247,360,28.29,41.23,69.52,74.9,19,62,-8.92,40.93,49.85,-82,21.19,30.58,185,267,43,44.95,25.83,-21.92,51.09,0.8,1.95,7,17,-10,29.17,1.61,3.78,2.83,93.63,95.28,47.79,46,47,45.19,108,182,131,173,83,3,0,42,6,15,6,9,0.34,523.91,3317.57,13.64,11.14,11.42,48.65,49.05,34.94,36.88,36.22,37.62
"simmowa8820142015","Wayne.Simmonds","RL","PHI",75,20142015,26,"3.200","3.975",28,22,50,1.34,1.05,2.39,2,60.44,102.2,14.89,19.07,16.77,114,16.47,60.69,44.22,111,315,204,15.03,9.73,24.76,16.14,62.08,45.94,283,727,444,34.68,21.18,55.86,182,14.5,45.94,507,1467,960,69.98,45.8,115.78,52.01,67,36,323,14.52,59.97,45.45,354,1065,711,50.81,33.92,84.73,71.64,68,256,13.38,59.33,45.95,240,36.4,24.95,763,523,188,45.52,26.44,24.07,40.73,3.86,2.1,81,44,37,64.8,10.94,10.62,7.61,91.59,93.81,48,4,1,65.22,615,390,328,168,132,11,11,160,29,33,14,16,0.1,1257.71,3323.65,27.45,17.82,17.39,49.15,49.8,53.69,55.54,53.99,54.43
"sislomi8820142015","Mike.Sislo","R","N.J",10,20142015,26,"0.550","0.562",0,1,1,0,0.48,0.48,-1,40.31,97.78,0,-17.74,12.46,4,-8.62,35.71,44.33,-8,10,18,4.82,8.67,13.48,-14.79,33.33,48.12,-27,27,54,13,26,39,7,-5.51,45.83,-37,77,114,37.08,54.89,91.97,46.75,3,2,19,-6.06,38.3,44.36,-33,54,87,26,41.89,67.89,66.67,3,16,-4.76,37.5,42.26,-24,17.33,28.89,36,60,13,47.37,31.03,-13.78,38.78,0.48,1.44,1,3,-2,25,0,2.78,1.85,95,96.55,40,0,0,32.26,20,43,42,12,11,1,0,13,0,2,1,0,-0.48,124.61,479.04,20.64,17.32,17.27,51.36,50.61,49.38,46.77,54.99,53.67
"skillja8720142015","Jack.Skille","RL","CBJ",45,20142015,27,"0.750","0.750",6,2,8,0.64,0.21,0.85,5,45.25,95.75,6.32,-3.49,12.48,31,-7.61,41.71,49.32,-33,83,116,8.87,12.39,21.26,-2.73,44.72,47.45,-51,216,267,23.07,28.52,51.59,76,-0.98,46.23,-97,462,559,49.35,59.71,109.05,52.16,21,15,146,-0.12,45.61,45.73,-69,358,427,38.24,45.61,83.85,67.32,30,125,-3.88,42.28,46.16,-88,25.74,35.14,241,329,95,41.14,22.95,-22.05,49.55,1.17,3.1,11,29,-18,27.5,4.8,4.56,3.07,91.19,93.21,39.29,3,5,43.47,143,178,186,96,53,2,0,89,2,17,3,8,0.53,561.75,2171.47,20.55,17.28,17.2,47.77,50.39,50.36,55.06,54.58,53.73
"skinnje9220142015","Jeff.Skinner","L","CAR",77,20142015,22,"6.000","5.725",18,13,31,0.88,0.64,1.52,14,57.51,96.68,7.66,16.28,15.92,102,9.01,56.66,47.65,63,268,205,13.12,10.04,23.15,7.92,57.55,49.62,171,652,481,31.92,23.55,55.46,254,6.07,51.44,351,1344,993,65.79,48.61,114.4,50.97,117,12,453,5.69,56.66,50.97,230,979,749,47.93,36.67,84.59,69.97,101,336,4.31,56.47,52.17,157,33.53,25.85,685,528,235,46.83,29.51,1.34,45.13,2.25,2.59,46,53,-7,46.46,5.36,6.72,4.7,89.96,92.92,43.94,21,25,65.42,524,320,277,47,82,9,4,217,42,62,9,23,0.69,1225.66,3456.54,26.18,17.63,17.35,51.17,49.94,56.52,53.93,53.88,54
"slateji8220142015","Jim.Slater","C","WPG",86,20142015,31,"1.600","1.600",5,8,13,0.37,0.59,0.96,-4,34.02,98.41,9.43,-28.61,9.43,27,-19.46,34.15,53.62,-90,97,187,7.18,13.84,21.02,-22.1,32.6,54.7,-252,236,488,17.47,36.12,53.59,61,-20.75,54.77,-465,495,960,36.64,71.06,107.7,53.94,12,53,93,-19.22,34.69,53.91,-331,375,706,27.76,52.26,80.01,71.2,28,81,-19.69,34.06,53.74,-250,19.76,38.27,267,517,53,46.15,26.77,-25.21,54.9,1.41,3.33,19,45,-26,29.69,6.17,7.12,5.07,91.3,93.63,58.49,464,323,26.47,167,205,464,146,63,6,2,48,17,14,15,11,-0.3,810.6,4436.43,15.45,15.61,16.55,50.17,49.64,53.27,52.91,53.5,54.28
"smidxla8620142015","Ladislav.Smid","D","CGY",31,20142015,28,"3.250","3.500",0,1,1,0,0.14,0.14,-1,39.33,92.55,0,-11.99,14.18,5,-8.61,40.25,48.86,-31,64,95,8.73,12.97,21.7,-8.6,40.74,49.34,-75,165,240,22.52,32.75,55.27,14,-10.12,49.46,-173,319,492,43.54,67.15,110.68,50.78,10,54,42,-8.04,41.86,49.89,-93,239,332,32.62,45.31,77.93,67.78,11,32,-8.17,41.75,49.93,-64,22.11,30.84,162,226,21,54.07,31.93,-38.77,60.99,1.09,3.82,8,28,-20,22.22,0,4.94,3.35,87.61,91.57,40,0,0,38.46,90,189,144,51,28,0,1,21,10,4,3,2,-0.14,439.63,1454.53,23.21,15.61,16.67,45.28,49.94,48.31,58.39,53.6,53.74
"smithbe8820142015","Ben.Smith","C","CHI/S.J",80,20142015,26,"1.500","1.500",7,7,14,0.4,0.4,0.8,8,42.35,100.03,7.61,-37.58,13.05,59,-11.95,42.35,54.3,-56,155,211,8.91,12.13,21.04,-13.18,43.27,56.45,-113,363,476,20.86,27.36,48.22,107,-14.93,57.28,-289,800,1089,45.98,62.59,108.58,52.25,32,75,161,-13.6,42.78,56.39,-193,572,765,32.88,43.97,76.85,73.08,37,129,-12.97,43.27,56.24,-130,24.03,31.5,418,548,92,49.68,28.37,-11.91,55.31,1.32,1.72,23,30,-7,43.4,5.43,5.5,4.02,94.53,96.08,51.79,310,284,26.07,213,275,604,72,112,5,2,85,16,22,1,9,0.46,1043.86,3832.12,21.41,17.12,17.11,51.65,49.92,56.92,53.29,54.18,54.34
"smithbr8920142015","Brendan.Smith","D","DET",81,20142015,25,"1.275","1.262",4,9,13,0.17,0.37,0.54,-6,53.35,98.18,4.26,1.81,17.82,8,-5.17,50.22,55.39,2,228,226,9.48,9.39,18.87,-1.37,52.79,54.16,63,596,533,24.78,22.16,46.93,49,0.82,52.52,155,1235,1080,51.34,44.9,96.23,53.04,66,70,196,0.54,52.11,51.57,74,914,840,37.99,34.92,72.91,71.66,36,130,-0.29,50.85,51.14,22,27.23,26.31,655,633,94,41.39,24.64,-9.13,54.13,1.87,2.29,45,55,-10,45,3.08,6.87,4.92,91.31,93.45,40,0,0,55,462,397,378,75,152,3,6,90,47,22,27,21,-0.25,1443.37,3502.1,29.19,16.17,16.99,52.72,49.58,52.09,46.71,53.74,54.66
"smithco9320142015","Colin.Smith","C","COL",1,20142015,21,"0.620","0.628",0,0,0,0,0,0,0,44.44,100,0,39.56,7.17,0,NA,NA,47.06,0,0,0,0,0,0,-3.9,40,43.9,-1,2,3,16.74,25.12,41.86,1,-1.56,46,-1,4,5,33.49,41.86,75.35,75,0,0,1,3.52,50,46.48,0,4,4,33.49,33.49,66.98,75,0,1,11.85,60,48.15,1,25.12,16.74,3,2,1,60,50,NA,42.86,0,0,0,0,0,NA,0,0,0,100,100,40,4,6,85.71,6,3,1,1,0,0,0,1,1,0,0,0,0,7.17,52.82,11.95,14.72,15.36,44.91,46.78,47.74,58.57,49.85,56.72
"smithcr8920142015","Craig.Smith","R","NSH",88,20142015,25,"2.000","2.000",24,24,48,1.02,1.02,2.03,1,59.77,100.77,8.51,26.96,16.08,125,12.66,60,47.34,109,327,218,13.86,9.24,23.11,10.47,60.13,49.66,277,822,545,34.85,23.11,57.95,289,10.43,49.34,544,1664,1120,70.55,47.48,118.03,55.53,91,19,467,9.96,60.02,50.06,424,1270,846,53.84,35.87,89.71,72.76,94,376,9.17,59.5,50.33,295,39.17,26.67,924,629,282,43.84,25.65,12.5,49.09,3.6,2.25,85,53,32,61.59,6.38,9.2,6.69,91.57,93.74,41.25,25,35,71.51,718,478,286,97,78,11,13,258,56,45,20,21,0.04,1415.26,4015.69,26.06,18.28,17.44,52.82,50.13,58.43,52.2,54.84,54.55
"smithde9220142015","Devante.Smith-Pelly","C","ANA/MTL",86,20142015,22,"0.800","0.800",7,16,23,0.35,0.8,1.15,2,46.95,98.98,5.56,0.08,13.93,58,-3.71,47.58,51.29,-18,177,195,8.87,9.77,18.63,-3.45,47.74,51.2,-43,455,498,22.79,24.94,47.73,117,-3.91,50.85,-131,1007,1138,50.44,57,107.44,51.34,30,54,207,-4.39,47.24,51.63,-86,737,823,36.91,41.22,78.14,70.15,51,177,-4.58,47.09,51.67,-64,25.9,29.1,517,581,126,48.95,29.4,-9.17,53.26,2.05,2.6,41,52,-11,44.09,3.95,7.93,5.56,91.05,93.68,30.48,24,61,49.81,387,399,390,251,144,6,10,119,31,22,12,14,0.1,1197.91,4076.31,22.71,17.78,17.34,49.03,50.51,53.94,56.06,54.92,53.81
