Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Victor Bartley,NAS,50,,1,,5,,6,,0,,23,,81,,79,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0.048
Jordan Schroeder,MIN,25,,3,,3,,6,,-7,,2,,20,,8,,112,,132,,0.459,,0,,1,,0,,0,,0,,25,,0.12
Brian Lashoff,DET,75,,1,,5,,6,,-2,,36,,65,,93,,0,,0,,N/A,,0,,0,,0,,0,,0,,38,,0.026
Dalton Prout,COB,49,,2,,4,,6,,-7,,37,,99,,65,,0,,1,,0,,0,,0,,0,,0,,0,,56,,0.036
Tim Gleason,CAR,56,,1,,5,,6,,-21,,65,,156,,88,,0,,0,,N/A,,0,,0,,0,,0,,0,,43,,0.023
Luca Sbisa,VAN,30,,1,,5,,6,,0,,43,,83,,38,,0,,0,,N/A,,0,,0,,0,,0,,0,,30,,0.033
Nicklas Jensen,VAN,17,,3,,3,,6,,-1,,10,,7,,6,,0,,1,,0,,0,,1,,0,,0,,1,,30,,0.1
Matt Greene,LOS,38,,2,,4,,6,,6,,47,,118,,59,,0,,1,,0,,0,,0,,0,,0,,0,,38,,0.053
Adam Pardy,WPG,60,,0,,6,,6,,4,,38,,77,,55,,0,,0,,N/A,,0,,0,,0,,0,,0,,47,,0
J.T. Miller,NYR,30,,3,,3,,6,,-6,,18,,44,,17,,26,,25,,0.51,,0,,2,,0,,0,,0,,46,,0.065
Brandon McMillan,VAN,22,,2,,4,,6,,0,,4,,50,,7,,7,,7,,0.5,,0,,0,,0,,0,,0,,35,,0.057
Mike Hoffman,OTT,25,,3,,3,,6,,-2,,2,,18,,7,,6,,3,,0.667,,1,,2,,0,,0,,0,,61,,0.049
Bracken Kearns,NYI,25,,3,,2,,5,,-2,,6,,45,,16,,30,,41,,0.423,,1,,0,,0,,0,,0,,37,,0.081
Filip Forsberg,NAS,13,,1,,4,,5,,-8,,4,,6,,2,,0,,0,,N/A,,1,,3,,0,,0,,0,,20,,0.05
Jesse Joensuu,EDM,42,,3,,2,,5,,-16,,16,,63,,18,,0,,5,,0,,1,,0,,0,,0,,1,,41,,0.073
Tim Jackman,ANA,36,,4,,1,,5,,-3,,103,,69,,4,,2,,1,,0.667,,0,,0,,0,,0,,0,,46,,0.087
Chris Conner,PHI,19,,4,,1,,5,,-3,,2,,21,,10,,0,,1,,0,,0,,0,,0,,0,,0,,17,,0.235
Mike Brown,SAN,56,,2,,3,,5,,-9,,94,,146,,15,,2,,1,,0.667,,0,,0,,0,,0,,0,,45,,0.044
Jason Zucker,MIN,21,,4,,1,,5,,2,,2,,16,,11,,0,,0,,N/A,,1,,1,,0,,0,,1,,40,,0.1
Taylor Pyatt,PIT,56,,4,,1,,5,,-24,,20,,70,,28,,7,,6,,0.538,,1,,0,,0,,0,,1,,52,,0.077
Tye McGinn,TAM,18,,4,,1,,5,,-1,,4,,26,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0.25
Corey Potter,ARI,19,,0,,5,,5,,-1,,21,,20,,18,,0,,0,,N/A,,0,,2,,0,,0,,0,,17,,0
Nick Schultz,PHI,69,,0,,5,,5,,-13,,28,,73,,132,,0,,0,,N/A,,0,,0,,0,,1,,0,,35,,0
Linden Vey,VAN,18,,0,,5,,5,,0,,0,,2,,1,,55,,69,,0.444,,0,,1,,0,,1,,0,,8,,0
Brad Malone,CAR,32,,3,,2,,5,,-4,,23,,79,,5,,45,,51,,0.469,,0,,0,,0,,0,,0,,16,,0.188
Simon Despres,ANA,34,,0,,5,,5,,4,,26,,72,,46,,0,,0,,N/A,,0,,1,,0,,0,,0,,41,,0
Will Acton,VAN,30,,3,,2,,5,,-2,,21,,37,,14,,98,,97,,0.503,,0,,0,,0,,0,,1,,18,,0.167
Anthony Peluso,WPG,53,,2,,3,,5,,-5,,65,,85,,3,,1,,2,,0.333,,0,,0,,0,,0,,0,,24,,0.083
Clayton Stoner,ANA,63,,1,,4,,5,,-6,,84,,99,,65,,0,,0,,N/A,,0,,0,,0,,0,,0,,48,,0.021
Patrick Eaves,DAL,30,,2,,3,,5,,-7,,2,,43,,5,,7,,8,,0.467,,1,,2,,0,,0,,0,,53,,0.038
Mark Fistric,ANA,34,,1,,4,,5,,9,,28,,145,,46,,0,,0,,N/A,,0,,1,,0,,0,,0,,22,,0.045
Daniel Carcillo,CHI,57,,4,,1,,5,,-1,,100,,112,,21,,1,,0,,1,,0,,0,,0,,0,,2,,44,,0.091
Raffi Torres,SAN,5,,3,,2,,5,,4,,7,,9,,2,,2,,2,,0.5,,0,,0,,0,,0,,0,,9,,0.333
Ed Jovanovski,FLA,37,,1,,4,,5,,-6,,39,,34,,42,,0,,0,,N/A,,0,,1,,0,,1,,0,,44,,0.023
Jack Skille,COL,16,,4,,0,,4,,2,,6,,19,,6,,1,,0,,1,,0,,0,,0,,0,,1,,23,,0.174
Carlo Colaiacovo,BUF,25,,1,,3,,4,,-4,,18,,29,,26,,0,,0,,N/A,,0,,1,,0,,0,,0,,18,,0.056
Zach Boychuk,CAR,11,,1,,3,,4,,2,,0,,17,,2,,0,,1,,0,,0,,0,,0,,0,,0,,15,,0.067
Johan Larsson,BUF,28,,0,,4,,4,,0,,19,,52,,19,,135,,150,,0.474,,0,,0,,0,,0,,0,,21,,0
Eric Boulton,NYI,23,,2,,2,,4,,0,,88,,32,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0.095
Jean-Philippe Cote,TAM,19,,0,,4,,4,,0,,22,,40,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0
Colton Sissons,NAS,17,,1,,3,,4,,0,,4,,9,,9,,70,,74,,0.486,,0,,0,,0,,0,,0,,13,,0.077
Bryce Salvador,NJD,40,,1,,3,,4,,-2,,29,,47,,50,,0,,0,,N/A,,0,,0,,0,,0,,0,,24,,0.042
Zac Rinaldo,BOS,67,,2,,2,,4,,-13,,153,,231,,12,,2,,1,,0.667,,0,,0,,0,,0,,1,,54,,0.037
Tyler Wotherspoon,CGY,14,,0,,4,,4,,-3,,4,,8,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Rostislav Klesla,BUF,25,,1,,3,,4,,-3,,24,,41,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,22,,0.045
Peter Harrold,STL,33,,0,,4,,4,,-2,,14,,17,,29,,0,,0,,N/A,,0,,0,,0,,0,,0,,32,,0
Michael Latta,WAS,17,,1,,3,,4,,0,,12,,14,,2,,60,,55,,0.522,,0,,0,,0,,0,,0,,6,,0.167
Stephen Weiss,DET,26,,2,,2,,4,,-4,,12,,4,,10,,184,,173,,0.515,,0,,0,,0,,1,,1,,28,,0.071
Rasmus Ristolainen,BUF,34,,2,,2,,4,,-15,,6,,66,,32,,0,,1,,0,,0,,0,,0,,0,,0,,52,,0.038
Luke Gazdic,EDM,67,,2,,2,,4,,-8,,127,,103,,22,,3,,0,,1,,0,,0,,0,,0,,0,,30,,0.067
Stephane Da Costa,OTT,12,,3,,1,,4,,2,,2,,14,,3,,32,,47,,0.405,,1,,0,,0,,0,,0,,20,,0.15
Dustin Jeffrey,ARI,34,,2,,2,,4,,-4,,2,,6,,5,,55,,60,,0.478,,0,,0,,0,,0,,0,,30,,0.067
Rickard Rakell,ANA,18,,0,,4,,4,,-3,,2,,21,,4,,95,,99,,0.49,,0,,0,,0,,0,,0,,22,,0
Rob Scuderi,PIT,53,,0,,4,,4,,-8,,2,,18,,90,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0
Mike Komisarek,NJD,32,,0,,4,,4,,-4,,14,,70,,27,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0
Krys Barch,ARI,55,,0,,4,,4,,-10,,99,,64,,6,,1,,0,,1,,0,,0,,0,,0,,0,,19,,0
John Erskine,WAS,37,,1,,3,,4,,-5,,56,,64,,66,,0,,0,,N/A,,0,,0,,0,,0,,0,,38,,0.026
Paul Postma,WPG,20,,1,,2,,3,,1,,8,,20,,29,,0,,0,,N/A,,0,,0,,0,,0,,1,,19,,0.053
Jerry D'Amigo,BUF,22,,1,,2,,3,,-1,,0,,23,,4,,1,,3,,0.25,,0,,0,,0,,0,,0,,12,,0.083
Cam Janssen,NJD,24,,3,,0,,3,,3,,22,,32,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0.273
Adam Larsson,NJD,26,,1,,2,,3,,-1,,12,,41,,37,,0,,0,,N/A,,0,,0,,0,,0,,1,,20,,0.05
Mikael Samuelsson,DET,26,,1,,2,,3,,-4,,6,,13,,3,,0,,2,,0,,0,,2,,0,,0,,0,,36,,0.028
Chad Billins,CGY,10,,0,,3,,3,,-3,,0,,0,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Carter Ashton,TAM,32,,0,,3,,3,,1,,19,,46,,7,,12,,11,,0.522,,0,,0,,0,,0,,0,,23,,0
Shane O'Brien,ANA,45,,0,,3,,3,,-8,,58,,56,,38,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0
Jordan Caron,STL,35,,1,,2,,3,,-8,,36,,47,,9,,1,,3,,0.25,,0,,0,,0,,0,,0,,52,,0.019
Joakim Nordstrom,CAR,16,,1,,2,,3,,-2,,2,,17,,7,,10,,17,,0.37,,0,,0,,0,,0,,0,,26,,0.038
Mikhail Grigorenko,COL,18,,2,,1,,3,,-3,,2,,6,,5,,53,,50,,0.515,,0,,1,,0,,0,,0,,20,,0.1
Jacob Josefson,NJD,27,,1,,2,,3,,0,,4,,15,,4,,83,,85,,0.494,,0,,0,,1,,0,,0,,21,,0.048
Patrick Wey,WAS,9,,0,,3,,3,,0,,5,,11,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Tim Sestito,NJD,16,,0,,3,,3,,1,,2,,24,,9,,20,,27,,0.426,,0,,0,,0,,0,,0,,13,,0
Chris Summers,NYR,18,,2,,1,,3,,0,,15,,33,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,17,,0.118
Zach Redmond,COL,10,,1,,2,,3,,1,,0,,7,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0.1
Darren Archibald,VAN,16,,1,,2,,3,,1,,0,,30,,9,,0,,1,,0,,0,,0,,0,,0,,0,,11,,0.091
Markus Granlund,CGY,7,,2,,1,,3,,2,,0,,3,,1,,28,,26,,0.519,,0,,0,,1,,0,,0,,9,,0.222
Jordan Szwarz,ARI,26,,3,,0,,3,,-6,,19,,23,,7,,1,,2,,0.333,,0,,0,,0,,0,,1,,25,,0.12
Aaron Ness,WAS,20,,1,,2,,3,,-13,,10,,14,,26,,0,,0,,N/A,,0,,0,,0,,0,,0,,23,,0.043
Oscar Klefbom,EDM,17,,1,,2,,3,,-6,,0,,6,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071
Casey Wellman,WAS,13,,2,,1,,3,,3,,0,,9,,5,,50,,47,,0.515,,0,,0,,0,,0,,0,,15,,0.133
Stephane Veilleux,MIN,34,,3,,0,,3,,-2,,21,,41,,20,,1,,1,,0.5,,0,,0,,0,,0,,0,,26,,0.115
Patrice Cormier,WPG,9,,0,,3,,3,,2,,7,,20,,3,,26,,20,,0.565,,0,,0,,0,,0,,0,,4,,0
Radek Martinek,NYI,13,,0,,3,,3,,4,,4,,9,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0
Matt Carkner,NYI,53,,0,,3,,3,,-10,,149,,58,,59,,0,,0,,N/A,,0,,0,,0,,0,,0,,50,,0
Zenon Konopka,BUF,59,,1,,2,,3,,-9,,88,,46,,26,,345,,222,,0.608,,0,,0,,0,,0,,0,,21,,0.048
Harry Zolnierczyk,ANA,13,,2,,0,,2,,0,,12,,14,,5,,2,,0,,1,,0,,0,,0,,0,,0,,12,,0.167
Dmitrij Jaskin,STL,18,,1,,1,,2,,-3,,8,,40,,5,,1,,1,,0.5,,0,,0,,0,,0,,0,,18,,0.056
Derek Grant,CGY,20,,0,,2,,2,,-3,,4,,32,,11,,79,,71,,0.527,,0,,0,,0,,0,,0,,31,,0
Chris Brown,WAS,12,,1,,1,,2,,0,,17,,22,,1,,15,,25,,0.375,,0,,0,,0,,0,,0,,8,,0.125
Taylor Fedun,VAN,4,,2,,0,,2,,-1,,0,,1,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0.333
Andy Miele,DET,7,,0,,2,,2,,4,,5,,4,,2,,15,,27,,0.357,,0,,0,,0,,0,,0,,6,,0
Jean-Gabriel Pageau,OTT,28,,2,,0,,2,,-5,,12,,41,,12,,118,,128,,0.48,,0,,0,,0,,0,,0,,31,,0.065
Julien Brouillette,WPG,10,,1,,1,,2,,3,,0,,10,,11,,0,,0,,N/A,,0,,0,,0,,0,,1,,4,,0.25
Josh Leivo,TOR,7,,1,,1,,2,,0,,0,,5,,0,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0.25
Matt Fraser,WPG,14,,2,,0,,2,,0,,10,,10,,5,,1,,1,,0.5,,0,,0,,0,,0,,0,,13,,0.154
Matt Dumba,MIN,13,,1,,1,,2,,-5,,2,,9,,3,,0,,0,,N/A,,1,,1,,0,,0,,0,,12,,0.083
Lane MacDermid,CGY,7,,0,,2,,2,,1,,12,,10,,3,,1,,1,,0.5,,0,,0,,0,,0,,0,,1,,0
Nathan Beaulieu,MON,17,,0,,2,,2,,6,,8,,7,,20,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Phil Varone,BUF,9,,1,,1,,2,,-3,,4,,7,,2,,26,,30,,0.464,,0,,0,,0,,0,,0,,15,,0.067
Aaron Volpatti,WAS,41,,2,,0,,2,,-3,,49,,77,,10,,4,,8,,0.333,,0,,0,,0,,0,,0,,18,,0.111
Adam Cracknell,VAN,19,,0,,2,,2,,0,,0,,33,,8,,10,,17,,0.37,,0,,0,,0,,0,,0,,16,,0
Alexander Urbom,NJD,20,,1,,1,,2,,1,,19,,25,,13,,0,,0,,N/A,,0,,0,,0,,1,,0,,16,,0.063
Matt Kassian,ARI,33,,1,,1,,2,,-1,,63,,52,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0.083
Douglas Murray,CGY,53,,0,,2,,2,,-12,,42,,144,,115,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0
Steven Pinizzotto,EDM,6,,0,,2,,2,,-1,,15,,10,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Colby Robak,ANA,16,,0,,2,,2,,-4,,6,,17,,19,,0,,0,,N/A,,0,,0,,0,,1,,0,,15,,0
Ben Hanowski,CGY,11,,0,,2,,2,,-2,,2,,13,,1,,1,,0,,1,,0,,0,,0,,0,,0,,10,,0
Linus Omark,BUF,14,,0,,2,,2,,-6,,6,,4,,3,,0,,1,,0,,0,,2,,0,,0,,0,,10,,0
James Wright,NYI,59,,0,,2,,2,,-3,,15,,63,,20,,126,,143,,0.468,,0,,0,,0,,0,,0,,41,,0
Jay Rosehill,PHI,34,,2,,0,,2,,-8,,90,,48,,4,,0,,1,,0,,0,,0,,0,,0,,0,,14,,0.143
Rostislav Olesz,NJD,10,,0,,2,,2,,-1,,0,,11,,1,,1,,2,,0.333,,0,,1,,0,,0,,0,,9,,0
Ken Agostino,CGY,8,,1,,1,,2,,-2,,0,,9,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0.083
Justin Falk,COB,21,,0,,2,,2,,-5,,20,,39,,28,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Matt Gilroy,FLA,16,,1,,1,,2,,-2,,6,,5,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0.037
Alex Grant,ARI,2,,2,,0,,2,,3,,2,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,1
John McCarthy,SAN,36,,1,,1,,2,,-11,,4,,25,,17,,71,,62,,0.534,,0,,0,,0,,0,,0,,49,,0.02
Tyson Strachan,MIN,18,,0,,2,,2,,-2,,28,,31,,30,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Brett Sutter,MIN,17,,1,,1,,2,,-4,,9,,35,,2,,37,,36,,0.507,,0,,0,,0,,0,,1,,16,,0.063
Colin Fraser,STL,33,,0,,2,,2,,-4,,30,,58,,20,,87,,86,,0.503,,0,,0,,0,,0,,0,,22,,0
Chris Terry,CAR,10,,0,,2,,2,,-4,,0,,9,,6,,0,,0,,N/A,,0,,2,,0,,0,,0,,13,,0
Chris Breen,BOS,9,,0,,2,,2,,1,,5,,3,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Simon Moser,NAS,6,,1,,1,,2,,0,,2,,5,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0.143
David Warsofsky,PIT,6,,1,,1,,2,,1,,0,,0,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0.1
Max Reinhart,NAS,8,,0,,2,,2,,1,,2,,1,,0,,2,,7,,0.222,,0,,0,,0,,0,,0,,7,,0
Mark Fraser,OTT,42,,1,,1,,2,,-15,,76,,118,,95,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0.091
Blair Jones,VAN,14,,2,,0,,2,,0,,21,,30,,5,,36,,40,,0.474,,0,,0,,1,,0,,0,,14,,0.143
Jim Slater,WPG,27,,1,,1,,2,,-5,,8,,41,,7,,163,,118,,0.58,,0,,0,,0,,0,,0,,24,,0.042
Kevin Czuczman,NYI,13,,0,,2,,2,,-5,,14,,15,,13,,1,,0,,1,,0,,0,,0,,0,,0,,24,,0
Chuck Kobasew,PIT,33,,2,,0,,2,,1,,15,,49,,18,,1,,1,,0.5,,0,,0,,0,,0,,2,,37,,0.054
Justin Florek,NYI,4,,1,,1,,2,,1,,0,,4,,0,,0,,1,,0,,0,,0,,0,,0,,0,,5,,0.2
Cory Emmerton,DET,18,,0,,2,,2,,-2,,4,,7,,5,,58,,49,,0.542,,0,,0,,0,,0,,0,,22,,0
Jared Boll,COB,28,,1,,1,,2,,-6,,62,,55,,9,,0,,1,,0,,0,,0,,0,,0,,0,,12,,0.083
Jarred Tinordi,MON,22,,0,,2,,2,,-2,,40,,42,,27,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Alexander Sulzer,BUF,25,,0,,2,,2,,-3,,8,,11,,44,,0,,0,,N/A,,0,,1,,0,,1,,0,,21,,0
Mattias Tedenby,NJD,15,,1,,0,,1,,-8,,10,,16,,2,,0,,2,,0,,0,,0,,0,,0,,0,,9,,0.111
Matt Carey,MIN,2,,1,,0,,1,,-1,,2,,2,,0,,10,,11,,0.476,,0,,0,,0,,0,,0,,1,,1
Johnny Gaudreau,CGY,1,,1,,0,,1,,1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,1
Joey Crabb,ARI,9,,0,,1,,1,,-2,,7,,23,,5,,10,,10,,0.5,,0,,0,,0,,0,,0,,5,,0
Matt Pelech,SAN,6,,1,,0,,1,,1,,22,,7,,1,,0,,0,,N/A,,0,,0,,0,,0,,1,,3,,0.333
Andrew Ebbett,PIT,9,,0,,1,,1,,-4,,0,,10,,7,,15,,20,,0.429,,0,,0,,0,,0,,0,,9,,0
Mike Rupp,MIN,13,,0,,1,,1,,1,,23,,13,,0,,0,,3,,0,,0,,0,,0,,0,,0,,6,,0
Christian Folin,MIN,1,,0,,1,,1,,3,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jack Hillen,CAR,13,,0,,1,,1,,-4,,4,,10,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0
Keith Aulie,ARI,15,,0,,1,,1,,-3,,9,,17,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Sean Collins,WAS,6,,0,,1,,1,,1,,0,,9,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Chris Porter,MIN,22,,0,,1,,1,,-3,,0,,68,,3,,3,,7,,0.3,,0,,0,,0,,0,,0,,24,,0
Travis Morin,DAL,4,,0,,1,,1,,2,,0,,0,,1,,19,,19,,0.5,,0,,0,,0,,0,,0,,4,,0
Frank Corrado,TOR,15,,1,,0,,1,,-2,,4,,9,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0.05
John Scott,ARI,56,,1,,0,,1,,-12,,125,,95,,21,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0.063
David Broll,TAM,5,,0,,1,,1,,1,,5,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Maxime Fortunus,MIN,1,,0,,1,,1,,1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Kevin Porter,PIT,12,,0,,1,,1,,-5,,2,,24,,4,,18,,35,,0.34,,0,,0,,0,,0,,0,,3,,0
John Persson,NYI,10,,1,,0,,1,,-4,,6,,18,,6,,0,,2,,0,,0,,0,,0,,0,,0,,16,,0.063
Johan Sundstrom,NYI,11,,0,,1,,1,,0,,6,,4,,2,,4,,7,,0.364,,0,,0,,0,,0,,0,,13,,0
Mike Zalewski,VAN,2,,0,,1,,1,,2,,0,,0,,0,,0,,0,,N/A,,0,,1,,0,,0,,0,,2,,0
John Albert,WPG,9,,1,,0,,1,,-3,,0,,8,,3,,9,,12,,0.429,,0,,0,,0,,0,,0,,5,,0.2
Nikita Zadorov,COL,7,,1,,0,,1,,-4,,4,,25,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25
Jonathon Blum,MIN,15,,0,,1,,1,,-1,,0,,10,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Adam Almquist,DET,2,,1,,0,,1,,-1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0.5
Mark Borowiecki,OTT,13,,1,,0,,1,,-2,,48,,41,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0.167
Mike Halmo,NYI,20,,1,,0,,1,,-1,,32,,52,,4,,4,,16,,0.2,,0,,0,,0,,0,,0,,25,,0.04
Brett Connolly,BOS,11,,1,,0,,1,,-5,,4,,9,,1,,25,,27,,0.481,,0,,0,,0,,0,,1,,12,,0.083
Ben Eager,EDM,7,,0,,1,,1,,1,,2,,9,,2,,1,,1,,0.5,,0,,0,,0,,0,,0,,4,,0
Carl Klingberg,NYR,3,,1,,0,,1,,2,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0.333
Jordin Tootoo,NJD,11,,0,,1,,1,,-3,,5,,27,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Denis Grebeshkov,EDM,7,,0,,1,,1,,0,,2,,3,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Dmitry Korobov,TAM,3,,0,,1,,1,,0,,2,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jason Akeson,BUF,1,,0,,1,,1,,1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Ben Street,COL,13,,0,,1,,1,,-2,,4,,14,,6,,63,,74,,0.46,,0,,0,,0,,0,,0,,17,,0
Michael Chaput,COB,17,,0,,1,,1,,0,,2,,34,,10,,42,,56,,0.429,,0,,0,,0,,0,,0,,6,,0
Stefan Elliott,ARI,1,,1,,0,,1,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,1
Jake McCabe,BUF,7,,0,,1,,1,,-3,,15,,5,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Alex Petrovic,FLA,7,,0,,1,,1,,3,,8,,24,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Cedric Paquette,TAM,2,,0,,1,,1,,1,,0,,2,,4,,16,,13,,0.552,,0,,0,,0,,0,,0,,1,,0
Tyler Pitlick,EDM,10,,1,,0,,1,,-2,,0,,26,,4,,1,,2,,0.333,,0,,0,,0,,0,,0,,9,,0.111
Kellan Lain,EDM,9,,1,,0,,1,,1,,21,,7,,1,,18,,19,,0.486,,0,,0,,0,,0,,0,,7,,0.143
Aaron Rome,DET,25,,0,,1,,1,,-6,,11,,20,,38,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Chad Ruhwedel,BUF,21,,0,,1,,1,,-3,,2,,20,,29,,0,,0,,N/A,,0,,1,,0,,0,,0,,35,,0
Brian Dumoulin,PIT,6,,0,,1,,1,,1,,4,,1,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Eriah Hayes,STL,15,,1,,0,,1,,-2,,2,,40,,10,,9,,12,,0.429,,0,,0,,0,,0,,0,,17,,0.059
Nicolas Deslauriers,BUF,17,,1,,0,,1,,-10,,18,,51,,3,,0,,1,,0,,0,,0,,0,,0,,0,,30,,0.033
David Rundblad,CHI,17,,0,,1,,1,,-4,,6,,18,,14,,0,,0,,N/A,,0,,1,,0,,0,,0,,21,,0
George Parros,MON,22,,0,,1,,1,,-6,,85,,14,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Jeremy Welsh,STL,19,,1,,0,,1,,-1,,6,,16,,8,,46,,44,,0.511,,0,,0,,0,,0,,0,,13,,0.077
Corban Knight,FLA,7,,1,,0,,1,,-1,,0,,9,,4,,24,,27,,0.471,,0,,0,,0,,0,,0,,4,,0.25
Roman Horak,EDM,3,,1,,0,,1,,-1,,0,,0,,4,,4,,2,,0.667,,0,,0,,0,,0,,0,,2,,0.5
Bobby Butler,FLA,2,,0,,1,,1,,1,,2,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Luke Adam,NYR,12,,1,,0,,1,,0,,4,,16,,1,,10,,16,,0.385,,0,,0,,0,,0,,0,,16,,0.063
Chris VandeVelde,PHI,18,,0,,1,,1,,-3,,6,,24,,6,,16,,24,,0.4,,0,,1,,0,,0,,0,,8,,0
Kris Newbury,WAS,4,,0,,1,,1,,0,,7,,10,,0,,6,,8,,0.429,,0,,0,,0,,0,,0,,1,,0
Derek Smith,ARI,14,,0,,1,,1,,-10,,2,,6,,6,,2,,1,,0.667,,0,,0,,0,,0,,0,,12,,0
Anton Lander,EDM,27,,0,,1,,1,,-10,,4,,29,,8,,71,,89,,0.444,,0,,0,,0,,0,,0,,18,,0
Nolan Yonkman,CGY,2,,0,,1,,1,,-1,,0,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Bryce Van Brabant,CGY,6,,0,,0,,0,,-1,,2,,17,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Hal Gill,PHI,6,,0,,0,,0,,0,,2,,7,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Conor Allen,NAS,3,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Matt Lindblad,NYR,2,,0,,0,,0,,0,,0,,0,,0,,2,,0,,1,,0,,0,,0,,0,,0,,0,,N/A
Paul Carey,WAS,12,,0,,0,,0,,2,,0,,11,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Brett Gallant,COB,4,,0,,0,,0,,0,,17,,9,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Teuvo Teravainen,CHI,3,,0,,0,,0,,0,,0,,1,,0,,13,,12,,0.52,,0,,0,,0,,0,,0,,4,,0
Arron Asham,NYR,6,,0,,0,,0,,-5,,14,,8,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Mark Van Guilder,NAS,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Brad Hunt,EDM,3,,0,,0,,0,,-3,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
