"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"eliaspa7620122013","Patrik.Elias","CL","N.J",48,20122013,36,"5.000","6.000",14,22,36,0.94,1.48,2.41,3,64.53,98.69,11.86,9.76,18.63,51,13.47,65.63,52.17,101,212,111,14.22,7.45,21.67,13.66,64.05,50.39,211,481,270,32.27,18.11,50.38,120,12.39,52.14,431,957,526,64.2,35.28,99.48,53.81,55,14,210,10.65,63.48,52.83,304,716,412,48.03,27.64,75.67,71.93,37,155,13.14,63.98,50.84,225,34.55,19.45,515,290,118,44.87,29.61,18.95,41.61,2.88,1.88,43,28,15,60.56,9.03,8.35,6.01,90.34,93.2,43.17,71,92,58.74,383,324,269,20,45,14,8,104,21,26,8,11,0.2,894.46,2038.08,30.5,18.36,17.86,54.11,49.79,50.99,43.23,55.03,55.51
"ellerke8820122013","Keaton.Ellerby","D","FLA/L.A",49,20122013,23,"0.700","0.700",0,3,3,0,0.26,0.26,-6,47.91,100.26,0,-1.69,13.94,3,-8.98,42.11,51.08,-30,80,110,7.03,9.66,16.69,-8.72,44.87,53.59,-54,236,290,20.73,25.47,46.2,15,-6.39,54.31,-47,540,587,47.43,51.56,99,49.07,25,50,72,-6.61,47.33,53.94,-46,407,453,35.75,39.79,75.54,65.11,21,47,-7.92,46.57,54.5,-39,23.28,26.7,265,304,26,48.21,32.89,-6.24,53.74,1.67,1.84,19,21,-2,47.5,0,7.17,4.67,93.09,95.36,40,0,0,51.95,200,195,185,82,105,1,2,26,24,5,14,8,-0.53,683.06,2292.29,22.96,16.02,16.86,54.5,49.81,55.9,46.67,53.14,53.54
"ellerla8920122013","Lars.Eller","CL","MTL",47,20122013,23,"1.150","1.325",8,22,30,0.69,1.89,2.58,-1,48.81,101.32,9.52,-7.1,14.84,39,-3.63,53.38,57.02,18,142,124,12.22,10.67,22.88,-5.78,48.61,54.39,-17,298,315,25.64,27.1,52.74,85,-6.17,54.98,-31,637,668,54.8,57.47,112.27,51.81,39,33,160,-4.84,50.27,55.11,5,468,463,40.26,39.83,80.09,70.51,37,121,-5.17,49.7,54.87,-4,28.39,28.73,330,334,84,50,27.86,0.53,52.5,3.01,2.67,35,31,4,53.03,6.61,10.61,7.48,90.72,93.3,48.86,270,279,47.31,211,227,235,88,101,11,11,76,19,23,13,12,-0.09,697.44,2152,24.48,17.37,17.17,49.82,49.91,53.42,53.81,54.2,54.39
"elliost9120122013","Stefan.Elliott","D","COL",18,20122013,21,"0.840","0.843",1,3,4,0.19,0.58,0.77,-1,53.7,96.71,2.86,13.03,17.38,4,4.38,51.3,46.93,3,59,56,11.32,10.74,22.06,4.95,50.17,45.23,1,144,143,27.62,27.43,55.05,24,8.49,45.22,44,319,275,61.19,52.75,113.93,52.66,29,18,78,8.3,53.51,45.21,29,221,192,42.39,36.83,79.22,76.02,14,49,10.48,55.26,44.78,32,32.22,26.09,168,136,35,50.55,29.17,3.96,42.47,2.49,2.88,13,15,-2,46.43,2.04,7.74,5.88,88.97,92.19,40,0,0,60.67,108,87,70,10,21,3,0,34,6,8,1,0,-0.19,312.82,789.3,28.38,16.81,17.33,49.48,50.48,54.67,55.82,52.85,51.84
"ellisma8120122013","Matt.Ellis","C","BUF",6,20122013,31,"0.525","0.525",0,0,0,0,0,0,2,37.04,100,0,3.63,6.6,3,12.13,58.33,46.2,2,7,5,10.61,7.58,18.18,-1.35,46.43,47.77,-2,13,15,19.7,22.73,42.42,6,-10.43,47.47,-14,20,34,30.3,51.52,81.82,70,0,3,9,-7.32,40,47.32,-8,16,24,24.24,36.36,60.61,87.5,1,9,-5.07,43.75,48.82,-4,21.21,27.27,14,18,8,47.06,25,NA,50,0,0,0,0,0,NA,0,0,0,100,100,41.07,15,21,56.52,13,23,10,0,2,0,0,8,2,0,0,2,3.03,39.6,323.83,10.9,15.8,16.68,50.08,48.99,51.82,51.65,52.37,54.53
"ellisry9120122013","Ryan.Ellis","D","NSH",32,20122013,21,"0.810","0.840",2,4,6,0.23,0.46,0.7,2,53.6,98.95,4.17,14.46,16.16,4,14.8,59.51,44.71,31,97,66,11.26,7.66,18.92,10.05,55.75,45.69,47,228,181,26.46,21.01,47.47,28,9.14,44.46,61,454,393,52.69,45.61,98.3,55.07,22,29,82,8.25,53.97,45.73,49,333,284,38.65,32.96,71.61,75.08,12,60,10.73,56.31,45.57,56,29.01,22.51,250,194,48,50.64,31.69,7.04,45.9,2.09,1.86,18,16,2,52.94,3.33,7.2,5.41,91.75,94.37,40,0,0,56.16,164,134,128,22,53,3,1,46,12,8,5,7,0.23,516.99,1441.9,26.39,15.59,16.99,46.26,49.75,46.82,54.38,52.77,53.31
"emelial8620122013","Alexei.Emelin","D","MTL",38,20122013,26,"2.000","2.000",3,9,12,0.24,0.73,0.98,-2,47.53,99.79,9.09,-5.03,19.42,3,-13.02,46.39,59.41,-21,135,156,10.98,12.69,23.67,-7.26,46.6,53.86,-45,308,353,25.05,28.71,53.76,23,-6.29,53.82,-67,645,712,52.46,57.9,110.36,47.91,45,47,103,-8.83,46.76,55.59,-64,462,526,37.57,42.78,80.35,66.88,25,58,-10.07,45.58,55.64,-60,25.13,30.01,309,369,33,48.17,29.85,-16.64,61.64,2.2,2.68,27,33,-6,45,5.17,8.74,5.84,91.06,93.73,40,0,0,47.77,214,288,234,110,55,4,5,30,32,8,9,7,-0.16,737.77,1573.3,31.92,16.65,17.75,49.18,50.36,53.21,54.98,55,54.22
"emingst8320122013","Steve.Eminger","D","NYR",46,20122013,28,"0.750","0.750",0,5,5,0,0.5,0.5,1,46.6,101.43,0,-0.14,13.17,0,4.13,54.38,50.25,19,118,99,11.69,9.81,21.5,0.29,50.99,50.7,10,257,247,25.46,24.47,49.93,13,-4.14,50.75,-78,535,613,53,60.72,113.72,53.64,20,57,53,-2.5,48.67,51.17,-22,403,425,39.92,42.1,82.02,71.22,8,33,-1.89,49.83,51.71,-2,28.43,28.63,287,289,25,52.85,32,0.8,55.08,1.88,1.49,19,15,4,55.88,0,6.62,4.71,94.81,96.47,40,0,0,52.26,162,169,148,75,104,1,4,25,10,5,6,7,0.1,605.69,2223.15,21.41,16.42,16.73,49.59,50.15,54.12,55.02,54.48,54.14
"emmerco8820122013","Cory.Emmerton","CL","DET",61,20122013,24,"0.525","0.533",5,4,9,0.46,0.37,0.83,0,39.23,98.95,7.58,-2.92,10.73,28,-17.64,37.32,54.96,-53,78,131,7.15,12.01,19.16,-13.59,40.5,54.1,-98,209,307,19.16,28.15,47.31,67,-16.49,55.71,-234,426,660,39.06,60.51,99.57,57.04,18,33,104,-15.1,40.1,55.2,-164,332,496,30.44,45.47,75.91,73.19,20,86,-13.61,39.84,53.45,-124,22.28,33.65,243,367,66,44.39,26.01,-17.59,53.49,1.28,2.29,14,25,-11,35.9,5.81,5.76,4.22,93.19,94.96,45.37,227,271,51.41,201,178,190,51,54,1,3,61,6,12,4,4,0,654.43,3070.79,17.57,16.17,16.48,51.63,49.9,52.58,49.26,52.2,52.42
"engelde8220122013","Deryk.Engelland","DR","PIT",49,20122013,30,"0.525","0.567",0,6,6,0,0.52,0.52,-8,45.39,98.87,0,0.47,14.18,1,-3.41,46.47,49.88,-17,112,129,9.67,11.14,20.81,-4.02,48.41,52.43,-20,304,324,26.25,27.98,54.22,12,-5.22,50.61,-117,576,693,49.73,59.84,109.57,57.29,22,67,67,-3.64,47.49,51.13,-47,445,492,38.42,42.48,80.9,74.16,11,45,-3.18,48.03,51.21,-27,28.49,30.82,330,357,34,48.48,27.44,-12.06,56.5,2.07,2.59,24,30,-6,44.44,0,7.27,5.39,91.6,93.9,40,0,0,50.25,199,219,197,81,74,2,4,34,16,7,12,4,-0.69,694.9,2292.05,23.26,16.08,17.14,50.56,50.19,54.9,53.68,54.31,53.9
"ennisty8920122013","Tyler.Ennis","C","BUF",47,20122013,22,"2.562","2.812",10,21,31,0.72,1.51,2.24,2,54.26,100.34,9.26,18.07,17.7,67,16.95,54.31,37.36,30,189,159,13.63,11.47,25.1,14.2,53.73,39.53,57,411,354,29.64,25.53,55.17,120,13.06,41.2,129,821,692,59.21,49.91,109.12,53.71,38,25,180,11.82,53.1,41.27,71,609,538,43.92,38.8,82.72,72.41,34,142,9.6,52.38,42.77,40,31.8,28.92,441,401,108,42.05,25.46,11.2,42.13,2.88,2.52,40,35,5,53.33,7.04,9.07,6.57,91.27,93.49,41.81,158,219,61.79,317,283,196,28,62,9,12,98,20,16,7,9,0.14,831.96,2046.75,28.9,18.38,17.77,47.82,50.34,51.99,56.73,55.03,54.29
"enstrto8420122013","Tobias.Enstrom","D","WPG",22,20122013,27,"4.500","3.750",4,11,15,0.49,1.33,1.82,-1,51.82,96.5,19.05,13.58,22.49,3,-0.72,50.26,50.97,1,98,97,11.88,11.76,23.64,0.83,50.64,49.81,6,239,233,28.98,28.25,57.23,12,2.49,49.33,34,484,450,58.69,54.56,113.25,52.07,15,38,50,4.23,52.75,48.52,38,364,326,44.14,39.53,83.66,69.23,14,35,5.35,52.17,46.82,21,30.56,28.01,252,231,21,48.67,29.14,0.03,44.62,3.03,3.76,25,31,-6,44.64,11.43,9.92,6.87,86.58,90.49,40,0,0,57.18,211,172,158,9,44,3,8,17,8,2,4,3,-0.12,494.83,834.23,37.23,18.16,17.78,51.3,50.01,58.5,55.55,54.77,54.74
"eratxma8120122013","Martin.Erat","RL","NSH/WSH",49,20122013,31,"5.500","4.500",5,19,24,0.34,1.31,1.65,-7,50.87,99.9,6.94,4.67,17.79,34,3.2,51.9,48.71,11,150,139,10.32,9.57,19.89,5.09,52.78,47.69,37,351,314,24.16,21.61,45.77,76,3.92,46.94,25,735,710,50.59,48.86,99.45,51.43,35,14,128,3.74,51.44,47.7,30,537,507,36.96,34.89,71.85,70.39,21,93,3.21,51.08,47.87,16,26.02,24.91,378,362,72,49.01,28.6,-0.79,51.58,2.2,2.13,32,31,1,50.79,5.38,8.47,5.96,91.44,93.89,47.62,32,32,49.3,282,317,290,52,66,8,11,67,37,20,14,7,-0.48,871.79,2125.88,29.08,18.47,17.9,46.65,50.23,48.17,55.09,54.33,53.84
"ericsjo8420122013","Jonathan.Ericsson","D","DET",59,20122013,28,"3.250","3.250",3,13,16,0.14,0.61,0.75,-3,46.07,99.44,7.32,-24.51,21.84,2,-5.84,48.83,54.67,-10,209,219,9.73,10.2,19.93,-8.2,46.58,54.78,-72,490,562,22.82,26.17,48.99,34,-10.42,56.49,-172,1008,1180,46.94,54.95,101.88,53.57,52,53,120,-9.65,46.11,55.76,-129,765,894,35.62,41.63,77.25,70.59,27,68,-9.04,45,54.04,-120,25.15,30.73,540,660,41,44.07,26.17,-12.02,55.32,1.96,2.56,42,55,-13,43.3,4.41,7.78,5.49,91.67,93.85,40,0,0,38.77,359,434,567,98,77,6,7,38,44,8,13,10,-0.14,1288.52,2312.03,35.79,17.36,17.88,53.61,50.85,55.22,47.78,53.98,52.17
"erikslo8520122013","Loui.Eriksson","RL","DAL",48,20122013,27,"4.600","4.250",12,17,29,0.76,1.07,1.83,7,53.92,99.76,11.54,14.19,19.81,69,5.25,50.96,45.71,8,212,204,13.38,12.87,26.25,8.49,53.6,45.11,69,514,445,32.43,28.08,60.52,134,8.94,44.97,143,984,841,62.09,53.07,115.16,50.41,37,18,189,8.84,52.28,43.43,62,712,650,44.93,41.02,85.95,69.66,48,152,9.16,51.83,42.67,35,31.3,29.09,496,461,104,45.18,29.08,5.26,45.9,2.78,2.65,44,42,2,51.16,7.89,8.87,6.18,90.89,93.54,31.48,9,25,56.1,377,290,295,6,44,10,7,92,21,29,4,11,0.44,950.83,1950.17,32.78,18.46,17.73,50.78,50.39,55.37,53.66,53.49,52.67
"erixoti9120122013","Tim.Erixon","D","CBJ",31,20122013,21,"0.900","0.900",0,5,5,0,0.61,0.61,-3,50.31,103.48,0,7.76,15.96,1,1.75,51.63,49.88,5,79,74,9.58,8.97,18.55,1.17,50.39,49.22,3,194,191,23.52,23.16,46.68,21,2.23,48.08,5,411,406,49.84,49.23,99.07,54.26,27,35,61,0.66,48.5,47.84,-18,291,309,35.29,37.47,72.75,76.63,13,34,0.93,48.8,47.86,-11,27.04,28.37,223,234,21,42.36,24.27,10.23,48.74,2.79,1.94,23,16,7,58.97,0,10.31,7.9,93.16,94.82,40,0,0,55.51,151,140,121,20,35,3,2,21,11,0,7,4,-0.36,494.82,1401.91,26.09,16.32,17.16,47.91,50.45,48.61,52.85,53.3,52.35
"erskijo8020122013","John.Erskine","D","WSH",37,20122013,32,"1.500","1.500",3,4,7,0.26,0.35,0.6,-4,41.42,102.6,7.89,-14.37,18.78,2,-12.15,39.48,51.64,-57,107,164,9.24,14.16,23.4,-13.71,39.26,52.97,-134,245,379,21.16,32.73,53.89,12,-8.84,50.27,-234,565,799,48.8,69,117.8,51.5,39,83,91,-7.86,42.53,50.39,-143,407,550,35.15,47.5,82.65,71.5,14,52,-8.41,41.34,49.75,-122,25.13,35.67,291,413,38,48.31,24.91,-11.16,60.28,2.42,2.5,28,29,-1,49.12,5.77,9.62,6.88,92.98,94.73,40,0,0,36.81,173,228,297,111,54,1,3,35,32,4,8,4,-0.35,694.73,1556.7,30.86,16.84,17.87,48.67,50.35,52.57,55.44,55.14,54.38
"etemxem9220122013","Emerson.Etem","LR","ANA",45,20122013,20,"0.900","0.870",6,9,15,0.68,1.03,1.71,1,43.54,104.33,10,5.87,11.69,31,3.54,52.3,48.75,8,91,83,10.38,9.47,19.85,-3.66,46.59,50.25,-31,212,243,24.18,27.72,51.91,70,-5.42,48.96,-122,411,533,46.89,60.8,107.69,50.61,19,26,111,-4.24,45.08,49.32,-67,307,374,35.02,42.67,77.69,67.75,32,92,-6.08,44.83,50.91,-48,23.73,29.2,208,256,60,51.97,31.55,3.55,54.35,2.51,1.83,22,16,6,57.89,6.52,10.58,7.17,93.75,95.72,40,2,3,53.71,152,166,131,57,60,7,2,54,7,14,3,4,0.11,525.95,2231.39,19.07,16.87,16.88,47.46,50.32,50.12,55.48,53.08,52.42
"falkxju8820122013","Justin.Falk","D","MIN",40,20122013,23,"0.825","0.825",0,3,3,0,0.33,0.33,-1,46.24,95.4,0,-5.83,13.61,5,-3.98,54.86,58.84,17,96,79,10.58,8.71,19.29,-5.82,49.06,54.88,-8,208,216,22.93,23.81,46.73,20,-4.91,51.15,-68,418,486,46.07,53.57,99.64,54.07,30,41,71,-3.77,47.16,50.92,-38,315,353,34.72,38.91,73.63,71.75,14,41,-4.51,46.69,51.2,-32,24.91,28.44,226,258,27,46.91,26.91,-18.78,52.87,1.65,3.2,15,29,-14,34.09,0,6.64,4.76,88.76,91.78,40,0,0,44.67,134,153,166,60,46,1,2,27,7,7,8,7,-0.11,544.36,1882.02,22.44,15.99,17.07,47.88,50.3,49.34,53.72,53.55,52.92
"faulkju9220122013","Justin.Faulk","D","CAR",38,20122013,20,"0.840","0.840",5,10,15,0.33,0.66,1,0,48.21,100.29,6.58,-10.06,23.78,9,-3.53,44.57,48.09,-40,164,204,10.89,13.55,24.44,-4.07,47.25,51.32,-47,404,451,26.83,29.95,56.77,41,-3.87,52.07,-64,861,925,57.17,61.42,118.59,52.73,39,47,138,-3.62,47.35,50.97,-72,642,714,42.63,47.41,90.04,70.72,23,99,-4.37,47.14,51.52,-55,30.15,33.8,454,509,76,44.97,28.71,-1.36,49.23,2.99,3.25,45,49,-4,47.87,5.05,9.91,7.01,90.37,93.14,40,0,0,45.85,326,315,385,63,62,2,8,71,26,24,4,4,0,903.61,1391.24,39.38,17.37,17.79,50.56,49.61,58.83,57.53,53.91,54.76
"faynema8720122013","Mark.Fayne","D","N.J",31,20122013,25,"1.200","1.300",1,5,6,0.1,0.52,0.63,-6,52.71,97.69,2.94,-18.32,18.44,1,-0.03,58.86,58.89,28,93,65,9.76,6.82,16.58,1.51,57.25,55.73,59,233,174,24.45,18.26,42.72,23,-4.51,57.22,45,437,392,45.86,41.14,87,54.46,34,40,84,-2.9,54.68,57.58,57,333,276,34.95,28.97,63.92,71.47,16,50,-1.83,53.85,55.68,34,24.98,21.41,238,204,34,47.96,26.09,-1.61,49.11,1.99,2.2,19,21,-2,47.5,2,7.98,5.71,89.71,92.39,40,0,0,39.43,138,225,212,25,46,2,3,33,10,6,8,2,-0.63,571.69,1320.83,30.21,16.89,17.64,52.04,49.36,48.85,45.01,54.28,55.69
"fedotru7920122013","Ruslan.Fedotenko","L","PHI",47,20122013,33,"1.750","1.750",4,9,13,0.4,0.91,1.32,2,35.93,101.86,9.3,-23.61,12.62,27,-13.98,38.14,52.12,-46,74,120,7.49,12.14,19.62,-15.45,35.61,51.06,-143,177,320,17.91,32.37,50.28,44,-15.99,51.93,-292,373,665,37.73,67.27,105,56.3,19,34,83,-14.03,38.26,52.28,-178,290,468,29.34,47.34,76.68,72.41,21,64,-13.81,39.7,53.51,-109,21.24,32.27,210,319,43,52.03,31.84,-5.31,49.54,2.33,2.93,23,29,-6,44.23,6.25,10.95,7.93,90.91,93.8,36.41,67,119,27.25,97,205,259,52,29,5,4,39,12,13,6,8,0.2,593.12,2238.28,20.95,16.37,16.99,47.28,49.95,49.96,55.71,53.59,53.7
"fehrxer8520122013","Eric.Fehr","C","WSH",48,20122013,27,"0.600","0.600",9,8,17,0.84,0.74,1.58,6,52.67,104.79,10.59,4.65,13.46,41,6.18,53.74,47.56,17,122,105,11.33,9.75,21.07,6.17,54.48,48.31,49,298,249,27.67,23.12,50.78,102,5.66,47.01,64,632,568,58.67,52.73,111.4,50.16,47,26,171,6.17,53.07,46.9,52,450,398,41.78,36.95,78.73,70.44,39,124,4.95,51.05,46.09,13,29.43,28.22,317,304,85,46.48,23.62,13.82,50.99,3.25,1.76,35,19,16,64.81,7.26,11.04,7.78,93.75,95.23,33.33,0,4,51.36,208,217,197,58,49,3,5,76,10,29,4,10,0.56,646.29,2269.38,22.17,17.46,17.27,48.4,50.35,52.52,55.99,54.86,54.09
"ferenan7920122013","Andrew.Ference","D","BOS",62,20122013,33,"2.250","2.250",4,11,15,0.19,0.52,0.71,-7,47.95,101.66,4.71,-2.42,20.36,7,-4.97,47.89,52.86,-20,227,247,10.79,11.74,22.53,-6.66,48,54.66,-46,552,598,26.24,28.42,54.66,52,-6.4,54.35,-98,1147,1245,54.52,59.18,113.69,51.18,82,82,216,-7.82,46.62,54.44,-118,813,931,38.64,44.25,82.89,72.2,49,134,-7.89,46.59,54.48,-86,27.9,31.99,587,673,85,45.94,27.71,-5.36,57.49,2.33,2.14,49,45,4,52.13,2.99,8.35,6.03,93.31,95.17,40,0,0,47.33,372,406,414,140,148,6,5,81,37,6,13,6,-0.33,1262.33,2618.24,32.53,16.51,17.33,53.46,49.73,59.76,52.03,53.93,54.52
"ferribe8720122013","Benn.Ferriero","R","NYR",4,20122013,25,"0.700","0.700",0,1,1,0,1.49,1.49,0,63.89,95.11,0,10.35,10.08,2,-1.2,57.89,59.09,3,11,8,16.37,11.91,28.28,0.89,57.14,56.25,4,16,12,23.81,17.86,41.67,4,13.16,50.73,20,46,26,68.46,38.69,107.15,63.04,1,2,9,18.13,69.09,50.96,21,38,17,56.55,25.3,81.85,76.32,4,8,19.17,70.73,51.56,17,43.16,17.86,29,12,4,53.85,29.41,-6.25,56.25,1.49,1.49,1,1,0,50,0,3.45,2.63,91.67,94.12,34.48,2,7,61.9,13,11,8,4,5,1,0,4,1,2,0,0,0,40.32,198.6,16.87,18.55,16.99,48.25,50.25,51.68,55.44,54.56,54.01
"fiddlve8020122013","Vernon.Fiddler","C","DAL",46,20122013,32,"1.800","1.800",4,13,17,0.4,1.3,1.7,-4,37.52,101.3,7.14,-32.03,13.04,31,-9.19,40.17,49.36,-47,96,143,9.6,14.3,23.9,-15.9,35.33,51.23,-152,183,335,18.3,33.5,51.8,52,-13.4,50.93,-272,409,681,40.9,68.1,108.99,49.14,24,28,103,-12.22,36.87,49.08,-208,292,500,29.2,50,79.19,68.84,23,79,-11.32,37.22,48.55,-138,20.1,33.9,201,339,56,50.22,32.2,-10.1,50.48,2.1,3.1,21,31,-10,40.38,5.06,10.45,7.19,90.86,93.8,51.17,319,300,22.9,109,189,367,34,59,10,3,52,8,18,13,9,-0.4,600.04,2181.03,21.58,17.04,17.17,48.96,50.27,52.88,55.12,53.24,52.67
"filppva8420122013","Valtteri.Filppula","CL","DET",55,20122013,28,"3.500","3.000",11,12,23,0.69,0.75,1.44,7,56.5,97.66,10.78,9.25,17.39,51,2.68,54.6,51.92,31,184,153,11.54,9.6,21.14,3.06,54.29,51.23,69,437,368,27.42,23.09,50.5,101,4.99,51.51,220,956,736,59.98,46.18,106.15,52.72,30,15,175,4,55.47,51.47,141,715,574,44.86,36.01,80.87,70.49,43,145,3.83,53.62,49.78,68,31.62,27.35,504,436,102,40.76,24.04,-7.68,53.27,1.94,2.32,31,37,-6,45.59,7.59,6.15,4.34,91.51,93.55,54.56,255,207,60.77,381,298,246,28,66,9,3,91,25,21,5,12,0.44,956.36,2394.15,28.54,18.31,17.84,53.59,50.54,55.46,48.03,53.81,52.66
"finlejo8720122013","Joe.Finley","D","NYI",16,20122013,25,"0.525","0.533",0,1,1,0,0.32,0.32,-2,42.53,92.99,0,-2.29,11.9,0,-11.33,43.08,54.41,-9,28,37,8.82,11.66,20.49,-7.25,44.31,51.56,-19,74,93,23.32,29.31,52.63,3,-8.23,50.76,-46,131,177,41.29,55.78,97.07,42.75,9,15,13,-10.07,40.57,50.64,-40,86,126,27.1,39.71,66.82,65.12,2,4,-13.3,38.1,51.4,-35,17.65,28.68,56,91,2,48.59,27.78,-41.16,52.27,0.32,2.52,1,8,-7,11.11,0,1.79,1.16,91.21,93.65,38.1,0,1,50,51,68,51,24,22,0,1,2,6,3,2,0,-0.63,190.38,783.03,19.56,16.64,17.09,49.37,49.71,53.24,54.59,52.75,53.37
"fishemi8020122013","Mike.Fisher","C","NSH",38,20122013,32,"3.000","4.200",10,11,21,0.8,0.89,1.69,-2,50.12,101.89,14.71,0.28,19.62,42,5.51,52.32,46.81,11,124,113,9.98,9.1,19.08,6.52,52.14,45.62,24,292,268,23.5,21.57,45.07,88,5.46,44.66,3,614,611,49.42,49.18,98.6,52.44,37,46,138,4.11,50.11,46.01,2,445,443,35.82,35.66,71.47,72.36,33,101,5.99,51.77,45.77,22,25.92,24.15,322,300,68,50.9,32.28,14.68,41.98,2.74,2.09,34,26,8,56.67,9.9,10.56,7.64,91.33,94.13,48.54,275,288,44.38,233,227,292,67,44,7,4,58,13,23,9,7,-0.16,745.44,1572.53,32.16,18.4,17.92,46.74,50.23,47.52,54.14,53.71,53.21
"fistrma8620122013","Mark.Fistric","D","EDM",25,20122013,26,"1.475","1.475",0,6,6,0,0.94,0.94,2,41.88,102.53,0,-12.06,15.34,2,-0.57,44.85,45.42,-17,74,91,11.57,14.23,25.81,0.67,45.24,44.58,-37,176,213,27.53,33.32,60.85,8,-3.84,45.72,-114,294,408,45.99,63.82,109.8,57.14,9,53,32,0.79,45.92,45.14,-41,231,272,36.13,42.55,78.68,72.73,14,23,1.52,46.67,45.15,-24,26.28,30.03,168,192,9,52.94,29.41,9.35,47.17,2.03,1.56,13,10,3,56.52,0,7.74,5.63,94.79,96.32,40,0,0,39.81,86,120,130,88,30,4,2,9,14,6,8,10,0.31,383.59,1138.29,25.21,16.48,17.1,45.55,49.95,49.21,58.82,52.94,53.05
"fleisto8420122013","Tomas.Fleischmann","LR","FLA",48,20122013,28,"4.500","4.500",12,23,35,0.82,1.57,2.38,0,52.34,100.12,9.92,13.3,18.37,29,-2.41,43.26,45.67,-38,122,160,8.3,10.89,19.19,2.17,48.41,46.24,-23,351,374,23.88,25.45,49.33,105,5.3,47.05,73,815,742,55.46,50.49,105.95,54.48,49,10,208,3.04,50.33,47.29,8,605,597,41.17,40.62,81.79,73.39,38,159,2.16,49.72,47.56,-5,30.21,30.55,444,449,121,39.49,24.79,16.49,33.51,3.2,3.2,47,47,0,50,7.55,10.59,7.77,89.53,92.13,45,10,10,63.18,362,301,211,29,58,15,8,109,26,27,8,8,0,881.77,2028.03,30.3,18.39,17.97,48.95,49.94,51.56,53.77,54.83,54.97
"flynnbr8820122013","Brian.Flynn","C","BUF",26,20122013,24,"0.925","0.925",6,5,11,0.99,0.82,1.81,5,45.73,102.24,12.24,2.85,14.01,14,3.86,43.4,39.54,-14,46,60,7.58,9.88,17.46,4.17,45.99,41.82,-23,132,155,21.74,25.53,47.28,40,2.28,43.45,-51,273,324,44.97,53.37,98.34,57.51,13,20,73,4.84,47.56,42.72,-22,214,236,35.25,38.88,74.13,73.36,11,60,5.97,48.91,42.94,-7,25.86,27.02,157,164,49,49.38,30.51,9.92,45.63,2.47,1.98,15,12,3,55.56,10,9.55,7.01,92.68,94.92,40,24,36,49.29,104,118,107,10,23,2,3,43,3,9,0,5,0.82,364.23,1238.42,22.73,17.43,17.39,46.57,50.22,48.97,56.18,54.5,54.02
"foligma9120122013","Marcus.Foligno","LC","BUF",47,20122013,21,"0.790","0.827",5,13,18,0.47,1.22,1.69,1,54.61,98.04,9.09,16.76,13.57,38,11.93,52.4,40.47,12,131,119,12.32,11.19,23.52,9.26,51.18,41.93,13,281,268,26.43,25.21,51.65,54,11.95,42.66,103,610,507,57.38,47.7,105.08,55.41,19,16,94,11.92,54.37,42.45,74,460,386,43.27,36.31,79.59,73.48,20,75,11.17,54.43,43.26,55,31.8,26.62,338,283,55,44.18,26.68,4.28,44.85,2.63,2.73,28,29,-1,49.12,6.67,8.28,6.09,89.75,92.49,55.79,45,30,62.14,238,190,145,108,64,8,5,50,11,18,10,11,0.09,637.8,2235.89,22.19,17.84,17.35,47.97,50.13,51.47,55.83,54.41,54.12
"foligni8720122013","Nick.Foligno","RL","CBJ",45,20122013,24,"3.400","3.383",6,13,19,0.49,1.06,1.55,0,53.17,103.2,8.7,8.71,16.37,43,11.19,56.58,45.38,30,129,99,10.51,8.07,18.58,10.86,56.51,45.65,73,317,244,25.83,19.88,45.7,74,6.02,47.16,80,670,590,54.58,48.07,102.65,53.43,25,33,112,6.27,51.97,45.7,36,475,439,38.7,35.77,74.46,75.37,18,87,6.67,52.19,45.51,30,29.17,26.72,358,328,69,44.41,25.28,18.2,45.62,2.44,1.38,30,17,13,63.83,6.9,8.38,6.32,94.82,96.13,37.93,3,6,56.06,245,201,192,99,44,7,6,63,8,17,7,7,0,736.47,2021.23,26.71,18.06,17.55,46.9,50.65,48.45,54.85,53.77,52.4
